examQID,examQ Score1,examQ Score2,examQ Score3,examQ Score4
3361,45,52,45,30
3362,58,51,34,46
3363,52,36,43,55
3364,37,57,54,32
3365,59,38,50,56
3366,60,43,45,60
3367,58,31,35,37
3368,36,41,47,45
3371,41,53,37,33
3372,42,60,54,54
3373,51,47,38,39
3374,47,59,55,53
3375,34,49,43,52
3376,53,52,59,41
3377,38,50,31,42
3378,57,34,46,58
3381,44,44,54,42
3382,33,35,32,49
3383,41,41,36,57
3384,30,51,56,59
3385,34,60,40,36
3386,59,35,39,38
3387,40,37,31,48
3388,34,46,53,30
3391,32,51,46,56
3392,55,49,38,60
3393,45,52,42,39
3394,31,41,47,54
3395,51,48,47,36
3396,38,51,31,48
3397,35,32,41,44
3398,39,44,39,58
3401,30,52,49,52
3402,49,54,57,40
3403,45,56,40,30
3404,30,56,47,60
3405,46,51,30,57
3406,54,31,30,31
3407,47,31,42,46
3408,48,45,51,57
3411,54,59,40,33
3412,44,44,55,36
3413,60,56,43,38
3414,49,53,54,32
3415,38,30,42,35
3416,41,40,60,53
3417,43,50,50,44
3418,50,33,55,51
3421,43,31,54,55
3422,34,45,35,32
3423,30,37,37,31
3424,46,45,44,38
3425,42,55,41,47
3426,59,54,45,35
3427,51,33,40,32
3428,50,58,42,54
3431,36,42,45,56
3432,50,48,31,31
3433,47,40,42,35
3434,51,51,48,45
3435,50,60,45,51
3436,39,52,33,48
3437,43,32,45,42
3438,37,33,47,47
3441,31,36,37,31
3442,39,47,60,47
3443,30,38,57,51
3444,35,38,53,47
3445,38,51,44,59
3446,39,39,38,50
3447,60,44,31,35
3448,51,56,54,49
3451,54,45,57,48
3452,56,42,50,38
3453,38,42,31,37
3454,32,43,35,35
3455,45,55,36,38
3456,47,60,50,32
3457,43,44,45,45
3458,34,49,36,48
3461,30,33,47,40
3462,52,47,41,50
3463,48,39,43,37
3464,43,49,59,30
3465,38,56,53,53
3466,48,54,49,35
3467,32,35,36,59
3468,31,32,53,57
3471,31,51,58,54
3472,60,40,49,46
3473,38,51,52,31
3474,48,48,60,57
3475,45,33,39,33
3476,57,31,31,31
3477,49,44,54,36
3478,53,56,59,55
3481,56,38,33,56
3482,32,54,39,52
3483,53,40,34,48
3484,31,57,59,59
3485,43,58,49,42
3486,54,39,41,56
3487,38,39,30,57
3488,32,36,51,33
3491,44,53,60,54
3492,43,43,31,42
3493,35,37,57,50
3494,55,47,43,58
3495,59,36,57,51
3496,34,53,53,44
3497,31,60,50,42
3498,48,47,54,50
3501,53,35,39,34
3502,58,41,34,30
3503,34,54,47,37
3504,50,38,38,53
3505,38,53,55,56
3506,50,42,58,57
3507,37,30,30,54
3508,31,39,44,34
3511,40,43,44,33
3512,55,43,58,58
3513,53,41,59,31
3514,39,46,41,53
3515,35,32,34,40
3516,38,41,38,46
3517,50,36,59,35
3518,36,40,38,51
3521,58,45,59,35
3522,56,51,35,33
3523,40,57,54,53
3524,45,41,44,48
3525,51,58,47,30
3526,33,40,33,44
3527,60,34,54,40
3528,48,52,46,53
3531,54,59,34,42
3532,58,35,39,57
3533,36,49,53,42
3534,58,48,38,38
3535,43,46,39,60
3536,38,33,57,48
3537,48,41,47,57
3538,55,45,44,60
3541,48,40,54,33
3542,58,53,58,52
3543,51,38,32,30
3544,49,52,44,34
3545,57,52,43,56
3546,30,31,30,50
3547,34,41,52,31
3548,33,41,56,37
3551,56,34,54,34
3552,54,45,33,51
3553,50,50,58,51
3554,32,49,50,30
3555,57,60,55,60
3556,31,56,54,48
3557,49,39,52,53
3558,46,42,47,58
3561,60,39,33,37
3562,31,56,37,53
3563,33,39,43,52
3564,43,51,50,35
3565,53,46,32,40
3566,60,60,55,56
3567,44,35,36,38
3568,60,39,53,43
3571,40,53,48,59
3572,55,39,41,60
3573,48,60,58,47
3574,37,34,46,56
3575,47,59,33,40
3576,52,57,39,41
3577,38,33,34,38
3578,49,40,47,55
3581,55,57,31,50
3582,39,37,56,58
3583,38,49,51,37
3584,38,43,38,60
3585,52,57,36,37
3586,60,37,49,53
3587,43,57,58,57
3588,49,59,42,37
3591,31,30,31,49
3592,43,35,31,40
3593,44,57,47,54
3594,54,59,37,38
3595,35,59,52,50
3596,49,38,55,44
3597,58,37,54,31
3598,34,32,41,45
3601,40,56,52,51
3602,35,36,51,38
3603,32,32,55,32
3604,43,46,37,38
3605,54,30,42,50
3606,45,34,54,59
3607,57,31,59,33
3608,40,48,50,34
3611,53,30,34,37
3612,51,51,30,56
3613,39,50,51,49
3614,57,34,52,59
3615,41,50,49,42
3616,34,33,52,59
3617,52,49,36,57
3618,34,31,39,55
3621,45,47,56,59
3622,35,34,46,49
3623,44,43,50,32
3624,43,47,47,39
3625,42,36,46,56
3626,49,38,53,48
3627,52,56,36,56
3628,31,31,30,58
3631,39,32,49,60
3632,46,31,32,39
3633,55,48,48,54
3634,60,57,52,34
3635,54,44,38,53
3636,39,48,50,41
3637,55,46,32,35
3638,40,39,31,48
3641,55,55,46,57
3642,49,32,59,31
3643,30,33,52,33
3644,58,30,50,55
3645,41,51,40,54
3646,56,37,35,60
3647,31,57,48,57
3648,55,58,34,38
3651,45,35,36,58
3652,41,54,42,57
3653,34,32,36,36
3654,40,50,35,39
3655,56,31,48,35
3656,58,33,36,33
3657,43,32,38,36
3658,41,40,38,31
3661,31,48,32,42
3662,58,43,47,45
3663,30,55,37,52
3664,56,56,51,56
3665,45,33,31,47
3666,42,37,34,52
3667,51,32,48,45
3668,51,54,37,50
3671,37,51,44,31
3672,48,39,45,33
3673,60,55,56,41
3674,37,45,52,38
3675,47,60,31,55
3676,44,30,35,50
3677,30,35,56,43
3678,47,31,36,43
3681,56,42,32,44
3682,35,53,51,52
3683,49,36,39,53
3684,31,31,55,55
3685,47,34,40,41
3686,37,53,39,51
3687,52,44,45,53
3688,35,56,38,51
3691,48,54,36,42
3692,56,39,41,33
3693,34,45,53,48
3694,34,35,56,56
3695,59,57,49,56
3696,46,49,41,33
3697,46,44,32,55
3698,59,44,60,45
3701,35,46,48,30
3702,60,47,49,49
3703,52,39,35,38
3704,38,32,60,53
3705,41,35,36,40
3706,48,35,33,57
3707,42,36,40,60
3708,39,36,40,60
3711,36,37,42,34
3712,50,35,52,54
3713,58,41,55,44
3714,60,42,55,51
3715,52,37,32,46
3716,30,51,45,36
3717,36,53,45,59
3718,55,41,46,54
3721,30,47,58,48
3722,55,32,59,51
3723,43,32,30,46
3724,46,53,43,48
3725,47,44,37,58
3726,39,48,51,30
3727,58,56,52,34
3728,32,33,46,59
3731,32,36,39,41
3732,41,59,42,35
3733,53,60,41,33
3734,42,45,40,58
3735,51,32,37,39
3736,44,40,55,48
3737,35,51,31,31
3738,49,49,55,48
3741,45,53,45,33
3742,59,51,37,57
3743,36,32,32,47
3744,31,50,41,55
3745,59,45,56,55
3746,41,30,44,34
3747,58,60,43,37
3748,31,39,36,59
3751,45,50,40,36
3752,51,51,30,33
3753,59,31,38,40
3754,57,35,54,51
3755,54,52,53,32
3756,37,40,53,55
3757,48,30,58,34
3758,39,41,52,41
3761,46,36,56,38
3762,33,57,30,40
3763,55,59,36,47
3764,49,35,46,53
3765,41,52,33,60
3766,54,38,40,42
3767,46,41,53,38
3768,52,46,32,41
3771,36,53,31,58
3772,57,41,57,50
3773,46,50,54,36
3774,57,37,34,32
3775,42,50,46,44
3776,42,41,34,52
3777,50,44,58,43
3778,36,33,55,42
3781,54,44,35,46
3782,38,50,41,45
3783,48,32,30,32
3784,54,49,40,34
3785,51,31,48,50
3786,59,44,36,47
3787,47,55,53,39
3788,36,48,31,30
3791,54,56,35,35
3792,57,40,38,59
3793,52,32,38,31
3794,44,58,45,48
3795,49,49,49,58
3796,31,44,48,33
3797,58,52,37,44
3798,36,57,49,37
3801,37,48,52,42
3802,44,42,39,49
3803,58,31,46,37
3804,50,46,35,34
3805,53,50,43,40
3806,42,41,50,31
3807,48,38,32,39
3808,30,34,59,59
3811,56,30,42,44
3812,33,48,46,39
3813,37,44,60,56
3814,37,41,32,57
3815,49,49,55,37
3816,41,43,48,36
3817,58,49,42,37
3818,58,48,36,52
3821,51,47,53,38
3822,48,42,54,39
3823,30,34,31,42
3824,48,42,51,32
3825,56,52,30,41
3826,31,35,56,43
3827,58,54,35,34
3828,42,60,32,40
3831,57,30,57,55
3832,33,38,45,38
3833,55,40,31,50
3834,48,39,58,31
3835,58,41,55,30
3836,34,45,46,37
3837,58,31,54,55
3838,42,31,56,34
3841,60,50,48,33
3842,37,59,30,54
3843,38,40,42,30
3844,44,55,35,58
3845,48,38,45,47
3846,43,40,60,54
3847,45,49,59,59
3848,49,43,50,41
3851,58,53,59,30
3852,50,54,49,32
3853,36,47,42,31
3854,43,50,50,35
3855,43,53,36,39
3856,39,36,58,54
3857,30,43,36,45
3858,41,47,43,47
3861,52,43,50,50
3862,43,54,54,45
3863,45,52,44,54
3864,41,51,41,38
3865,49,51,33,33
3866,42,41,42,34
3867,39,32,34,48
3868,41,32,50,44
3871,45,44,34,42
3872,40,31,51,54
3873,49,38,54,44
3874,39,55,39,37
3875,47,50,36,43
3876,46,38,47,47
3877,45,57,33,52
3878,33,55,60,44
3881,39,38,60,55
3882,37,38,56,60
3883,56,49,55,37
3884,45,58,59,35
3885,30,59,49,47
3886,51,32,59,35
3887,47,53,59,34
3888,32,48,31,54
3891,31,53,38,47
3892,50,57,38,54
3893,41,47,56,53
3894,32,38,32,60
3895,60,31,44,54
3896,55,33,60,41
3897,36,42,38,33
3898,31,47,54,55
3901,59,34,34,46
3902,55,33,54,31
3903,51,59,53,54
3904,35,55,40,56
3905,44,50,56,31
3906,37,33,42,36
3907,37,55,45,55
3908,41,39,54,52
3911,58,46,39,41
3912,38,32,55,57
3913,47,42,59,38
3914,60,37,54,32
3915,41,31,39,59
3916,50,46,59,38
3917,50,41,40,50
3918,43,35,30,49
3921,33,55,53,36
3922,55,59,54,31
3923,40,58,32,34
3924,45,50,60,41
3925,55,57,34,42
3926,53,50,45,59
3927,60,39,58,43
3928,35,45,58,44
3931,53,53,32,34
3932,33,31,60,37
3933,39,38,30,39
3934,47,30,51,60
3935,36,51,52,33
3936,43,36,57,51
3937,33,38,53,60
3938,52,53,50,33
3941,44,40,41,30
3942,40,58,36,36
3943,50,33,36,44
3944,40,56,32,46
3945,44,31,31,43
3946,37,58,60,46
3947,58,50,59,48
3948,56,32,35,30
3951,36,47,56,50
3952,37,32,46,34
3953,38,58,58,41
3954,36,30,41,45
3955,55,34,53,39
3956,40,60,39,40
3957,36,53,41,57
3958,52,38,33,50
3961,39,42,32,46
3962,56,55,60,42
3963,53,51,30,38
3964,59,42,51,32
3965,32,41,53,45
3966,31,37,39,30
3967,51,57,37,31
3968,42,41,41,37
3971,42,56,60,47
3972,40,53,54,47
3973,40,35,43,51
3974,51,32,34,51
3975,38,50,32,46
3976,51,30,49,49
3977,39,43,49,57
3978,58,36,58,46
3981,42,40,41,50
3982,39,34,38,34
3983,36,34,52,56
3984,54,39,48,32
3985,45,57,37,46
3986,37,47,39,36
3987,53,58,35,49
3988,55,30,32,33
3991,45,50,46,48
3992,51,46,33,50
3993,42,56,60,56
3994,41,35,59,39
3995,49,52,35,38
3996,45,51,33,49
3997,45,49,48,41
3998,45,43,53,35
4001,52,34,46,33
4002,40,41,58,58
4003,44,35,39,42
4004,31,53,35,50
4005,44,50,33,34
4006,59,56,60,54
4007,34,48,39,52
4008,58,43,53,54
4011,42,36,41,53
4012,57,43,54,39
4013,33,53,56,54
4014,51,53,34,34
4015,60,48,49,46
4016,31,45,35,45
4017,30,34,50,55
4018,37,32,42,40
4021,38,40,32,31
4022,42,40,55,50
4023,32,55,54,40
4024,58,35,33,48
4025,42,36,48,36
4026,42,30,46,53
4027,38,43,37,57
4028,31,35,38,57
4031,58,60,50,53
4032,47,45,38,47
4033,52,55,45,43
4034,35,42,55,41
4035,39,49,58,50
4036,54,43,51,43
4037,37,34,40,32
4038,53,42,58,40
4041,45,52,41,58
4042,44,41,58,38
4043,51,31,57,30
4044,60,41,53,59
4045,38,57,39,31
4046,31,37,54,47
4047,52,43,45,60
4048,55,41,37,59
4051,33,35,58,33
4052,34,55,54,34
4053,59,30,33,49
4054,41,35,59,58
4055,34,60,53,43
4056,41,52,34,40
4057,59,49,43,45
4058,37,41,53,41
4061,30,59,40,50
4062,36,57,50,36
4063,33,60,38,33
4064,35,41,60,45
4065,41,30,43,38
4066,48,37,55,53
4067,39,59,52,49
4068,51,60,45,57
4071,60,43,32,50
4072,45,35,38,57
4073,45,46,37,33
4074,48,32,55,60
4075,53,42,56,57
4076,48,50,43,36
4077,38,52,31,43
4078,41,36,43,35
4081,44,57,57,35
4082,46,56,30,53
4083,36,45,45,46
4084,51,56,59,49
4085,52,30,42,53
4086,59,58,58,55
4087,39,34,59,49
4088,60,53,31,35
4091,33,30,34,46
4092,31,42,49,31
4093,31,51,60,51
4094,59,30,51,38
4095,55,55,38,43
4096,37,51,60,32
4097,60,54,44,31
4098,37,51,36,35
4101,43,37,37,31
4102,37,45,57,46
4103,36,52,57,57
4104,50,31,45,38
4105,32,34,37,56
4106,56,34,35,58
4107,31,36,42,53
4108,43,38,34,31
4111,60,57,43,55
4112,58,56,35,51
4113,31,37,34,43
4114,57,50,57,46
4115,42,49,48,33
4116,35,42,45,39
4117,57,36,46,55
4118,33,55,34,42
4121,43,59,39,52
4122,54,49,50,42
4123,56,46,40,57
4124,57,60,49,48
4125,39,45,55,43
4126,56,41,34,31
4127,56,32,35,59
4128,44,60,55,34
4131,33,54,34,43
4132,42,53,55,33
4133,42,32,42,48
4134,36,60,60,54
4135,34,52,46,38
4136,56,58,56,59
4137,37,57,57,53
4138,55,37,53,55
4141,44,57,43,50
4142,55,55,44,56
4143,56,53,51,58
4144,42,37,43,45
4145,46,43,52,48
4146,44,58,48,52
4147,46,59,51,54
4148,35,56,30,41
4151,52,53,36,52
4152,45,40,52,41
4153,56,46,32,40
4154,43,36,48,38
4155,41,58,53,55
4156,54,39,44,59
4157,41,36,45,45
4158,36,42,57,37
4161,36,43,57,35
4162,32,49,39,55
4163,43,43,37,37
4164,50,35,47,52
4165,39,41,39,58
4166,40,60,36,38
4167,57,36,59,43
4168,40,58,38,59
4171,43,52,55,35
4172,38,57,36,56
4173,55,39,33,55
4174,55,46,54,56
4175,55,39,40,40
4176,53,35,41,38
4177,30,58,43,41
4178,32,35,45,52
4181,54,43,39,56
4182,47,44,54,58
4183,40,59,54,46
4184,49,30,40,42
4185,43,30,43,35
4186,31,42,56,48
4187,53,39,57,31
4188,43,39,56,59
4191,41,55,40,33
4192,51,55,37,39
4193,32,47,40,33
4194,41,41,60,50
4195,56,43,49,35
4196,41,47,52,57
4197,30,45,31,50
4198,35,45,34,52
4201,46,46,60,46
4202,46,47,52,47
4203,57,37,58,33
4204,38,59,37,54
4205,41,46,60,39
4206,35,31,57,54
4207,56,55,59,42
4208,33,32,58,47
4211,57,47,30,46
4212,44,41,49,51
4213,31,38,60,40
4214,34,41,46,30
4215,47,58,38,39
4216,52,49,53,53
4217,52,31,41,43
4218,45,51,54,41
4221,59,49,30,41
4222,48,30,58,57
4223,33,54,38,35
4224,40,51,37,57
4225,44,41,34,52
4226,48,50,49,50
4227,32,50,34,42
4228,57,30,47,46
4231,41,40,42,39
4232,45,41,46,31
4233,60,36,33,58
4234,37,58,59,39
4235,53,56,30,60
4236,42,53,52,47
4237,59,59,43,45
4238,48,59,46,32
4241,57,46,59,33
4242,48,60,53,43
4243,43,42,55,59
4244,48,37,36,47
4245,47,35,36,51
4246,46,34,43,34
4247,45,41,60,37
4248,52,44,33,49
4251,52,41,44,38
4252,34,54,47,50
4253,42,42,47,56
4254,49,42,60,56
4255,35,56,39,54
4256,48,52,57,54
4257,41,43,36,49
4258,53,34,31,45
4261,32,59,44,59
4262,45,31,39,31
4263,49,53,53,38
4264,31,58,48,47
4265,53,54,49,34
4266,46,40,33,43
4267,31,56,45,48
4268,41,33,55,53
4271,60,47,35,31
4272,38,43,42,50
4273,44,45,31,52
4274,47,60,49,56
4275,54,44,38,52
4276,30,38,59,41
4277,32,43,56,44
4278,33,60,56,31
4281,43,54,36,50
4282,41,45,37,38
4283,40,60,40,55
4284,48,49,39,45
4285,53,60,55,30
4286,39,56,50,44
4287,32,55,56,53
4288,38,53,38,54
4291,57,52,33,49
4292,49,38,32,37
4293,57,54,33,42
4294,43,60,43,32
4295,44,32,42,43
4296,34,48,55,32
4297,54,48,57,53
4298,47,44,32,55
4301,57,49,34,49
4302,46,42,51,38
4303,47,36,45,50
4304,40,33,53,32
4305,60,46,57,50
4306,36,36,36,36
4307,51,36,33,51
4308,59,40,34,46
4311,34,42,32,42
4312,36,35,56,47
4313,50,34,34,36
4314,59,56,45,57
4315,33,33,46,52
4316,53,60,49,49
4317,56,45,44,30
4318,51,52,33,36
4321,51,36,31,43
4322,49,46,59,46
4323,32,43,39,59
4324,56,57,44,47
4325,58,32,31,39
4326,60,54,40,52
4327,57,42,39,53
4328,33,52,44,44
4331,40,39,55,53
4332,45,31,50,53
4333,30,51,36,31
4334,58,41,33,59
4335,33,34,53,42
4336,41,45,46,35
4337,56,43,43,30
4338,36,51,45,36
4341,37,43,52,42
4342,50,55,51,59
4343,51,47,51,43
4344,58,60,35,51
4345,30,60,49,60
4346,60,60,30,50
4347,59,38,46,44
4348,40,44,41,32
4351,43,37,50,40
4352,31,40,57,36
4353,30,39,53,38
4354,59,48,54,51
4355,52,54,45,34
4356,54,35,30,40
4357,35,30,46,42
4358,45,45,52,34
4361,37,54,33,33
4362,55,48,33,32
4363,43,36,53,37
4364,33,55,38,44
4365,44,46,60,52
4366,59,60,46,50
4367,34,48,34,30
4368,39,55,56,37
4371,36,38,36,39
4372,31,54,31,47
4373,59,52,32,35
4374,47,32,35,56
4375,31,57,45,44
4376,38,53,31,46
4377,53,55,41,58
4378,31,60,42,30
4381,39,33,56,45
4382,45,48,56,37
4383,42,33,35,54
4384,59,42,40,57
4385,46,42,46,47
4386,47,49,53,39
4387,60,47,56,57
4388,48,44,48,57
4391,54,37,59,56
4392,50,46,36,51
4393,36,38,54,44
4394,45,55,58,57
4395,42,58,45,46
4396,30,40,46,43
4397,42,53,58,55
4398,42,41,36,31
4401,59,59,58,38
4402,37,44,58,51
4403,45,54,32,46
4404,55,42,59,31
4405,50,36,55,54
4406,56,52,50,60
4407,34,43,35,44
4408,31,53,47,31
4411,49,31,55,34
4412,39,40,31,58
4413,43,34,39,38
4414,60,58,44,33
4415,53,39,33,41
4416,56,50,54,56
4417,44,45,51,31
4418,30,33,37,45
4421,45,54,48,35
4422,42,39,34,59
4423,33,33,50,35
4424,51,42,50,37
4425,52,42,56,31
4426,53,37,36,50
4427,39,42,55,30
4428,59,41,56,51
4431,32,50,51,36
4432,58,53,36,53
4433,36,56,51,59
4434,41,47,41,52
4435,35,55,45,44
4436,57,53,38,52
4437,47,35,60,30
4438,51,56,52,60
4441,57,31,31,35
4442,45,36,51,46
4443,51,49,42,55
4444,56,35,31,43
4445,38,42,50,43
4446,54,39,37,33
4447,31,47,42,54
4448,41,55,35,56
4451,43,51,60,32
4452,39,60,45,51
4453,42,55,55,52
4454,37,47,53,60
4455,55,48,47,51
4456,38,56,42,51
4457,32,60,60,37
4458,52,60,53,48
4461,45,39,45,36
4462,49,33,37,39
4463,45,41,60,38
4464,33,30,57,50
4465,35,54,40,60
4466,35,53,51,38
4467,53,60,41,31
4468,51,47,56,56
4471,46,60,36,39
4472,36,51,38,60
4473,40,57,37,53
4474,45,49,41,39
4475,55,51,36,54
4476,55,55,48,45
4477,54,55,56,43
4478,50,46,47,31
4481,41,60,38,34
4482,60,59,51,30
4483,34,58,58,38
4484,37,48,57,37
4485,42,56,49,36
4486,46,35,56,41
4487,51,43,50,58
4488,32,51,35,35
4491,48,31,30,42
4492,49,52,48,44
4493,35,42,43,35
4494,45,33,34,38
4495,50,50,54,46
4496,32,30,52,37
4497,37,57,41,44
4498,39,49,59,30
4501,30,36,60,34
4502,37,51,38,32
4503,60,53,46,36
4504,51,35,34,53
4505,55,53,35,33
4506,43,45,55,45
4507,33,59,37,42
4508,46,52,57,50
4511,38,55,36,49
4512,45,54,59,32
4513,55,30,34,42
4514,42,38,56,57
4515,41,55,40,48
4516,46,52,39,42
4517,44,51,51,32
4518,37,51,45,31
4521,42,58,51,37
4522,45,46,39,54
4523,47,30,31,51
4524,45,47,58,35
4525,48,54,31,43
4526,37,44,53,31
4527,35,56,53,39
4528,30,38,57,52
4531,47,36,44,36
4532,47,59,48,58
4533,31,47,54,43
4534,42,58,39,59
4535,55,34,30,45
4536,44,52,57,52
4537,50,39,44,53
4538,45,47,39,50
4541,60,34,53,50
4542,45,30,57,57
4543,35,49,33,49
4544,39,54,53,44
4545,31,43,56,35
4546,38,60,31,31
4547,31,44,57,60
4548,38,47,30,56
4551,50,49,52,46
4552,57,60,54,31
4553,33,30,48,39
4554,44,32,59,38
4555,57,57,58,46
4556,36,39,35,54
4557,42,35,34,56
4558,33,42,54,33
4561,33,41,44,58
4562,50,41,48,35
4563,30,51,41,35
4564,55,33,38,48
4565,48,34,44,46
4566,42,45,54,34
4567,59,49,37,55
4568,43,50,30,43
4571,51,53,30,50
4572,54,36,43,49
4573,30,31,34,57
4574,30,40,34,43
4575,43,37,42,45
4576,44,52,44,40
4577,40,55,46,52
4578,54,33,46,41
4581,32,48,49,33
4582,51,50,50,58
4583,30,32,60,36
4584,60,46,53,50
4585,53,49,51,40
4586,59,44,40,47
4587,32,57,56,45
4588,39,53,38,47
4591,41,59,46,41
4592,35,57,34,36
4593,46,45,39,48
4594,59,42,45,51
4595,35,47,60,35
4596,30,31,32,31
4597,60,45,48,57
4598,43,33,42,50
4601,32,35,38,60
4602,48,57,32,39
4603,58,35,46,55
4604,59,38,54,50
4605,53,52,59,39
4606,44,45,53,59
4607,51,41,46,45
4608,47,30,52,30
4611,43,54,50,39
4612,52,32,30,59
4613,53,47,32,47
4614,37,48,36,37
4615,30,33,33,36
4616,31,44,35,50
4617,45,41,50,34
4618,41,39,39,36
4621,31,57,54,31
4622,37,45,58,56
4623,37,60,31,38
4624,38,45,50,53
4625,48,38,52,59
4626,54,53,48,54
4627,47,37,59,54
4628,50,48,32,37
4631,39,45,50,51
4632,55,42,48,33
4633,49,46,60,39
4634,37,60,52,51
4635,40,51,44,41
4636,53,53,45,58
4637,44,51,53,60
4638,42,42,30,40
4641,39,59,44,51
4642,30,40,60,50
4643,37,58,60,43
4644,57,47,39,35
4645,55,30,40,53
4646,44,30,49,49
4647,41,57,58,52
4648,34,48,30,48
4651,32,52,46,59
4652,57,46,46,45
4653,51,33,31,48
4654,58,41,58,54
4655,32,40,55,49
4656,36,50,30,33
4657,47,45,55,39
4658,48,57,31,32
4661,53,54,33,38
4662,37,60,53,35
4663,33,46,37,45
4664,33,46,39,45
4665,40,40,58,33
4666,53,57,51,30
4667,53,58,45,55
4668,34,58,42,60
4671,43,43,30,35
4672,42,35,57,59
4673,57,40,58,45
4674,39,38,48,32
4675,35,31,55,56
4676,42,36,34,53
4677,48,42,40,45
4678,31,50,51,42
4681,36,45,39,46
4682,34,50,31,51
4683,38,43,33,42
4684,46,35,31,48
4685,49,43,60,42
4686,51,30,42,41
4687,44,51,40,30
4688,31,32,53,32
4691,57,42,38,45
4692,48,40,42,32
4693,57,46,57,44
4694,32,49,41,44
4695,33,59,44,50
4696,50,49,59,55
4697,30,59,40,48
4698,47,47,50,41
4701,40,36,44,44
4702,34,51,42,54
4703,47,42,35,34
4704,52,59,41,51
4705,56,30,47,34
4706,39,34,46,40
4707,52,42,50,48
4708,52,56,39,50
4711,57,34,32,40
4712,52,35,49,31
4713,45,30,41,30
4714,58,57,48,41
4715,44,38,57,42
4716,43,52,36,41
4717,43,43,38,47
4718,48,41,48,40
4721,54,54,46,40
4722,31,59,35,30
4723,59,49,51,34
4724,42,36,38,33
4725,49,40,45,60
4726,58,32,50,46
4727,56,32,30,41
4728,58,40,42,43
4731,48,54,42,47
4732,50,30,55,60
4733,47,56,31,58
4734,50,30,53,46
4735,37,35,56,57
4736,33,58,38,36
4737,52,49,33,60
4738,54,59,53,44
4741,54,37,56,44
4742,59,51,56,36
4743,59,53,53,57
4744,39,46,38,44
4745,33,59,60,56
4746,39,58,59,49
4747,45,55,39,54
4748,45,52,53,46
4751,38,55,30,51
4752,60,32,49,31
4753,43,55,54,44
4754,44,54,41,38
4755,48,50,34,51
4756,42,39,58,56
4757,47,38,50,58
4758,42,44,54,55
4761,30,49,56,47
4762,49,60,34,60
4763,36,50,52,55
4764,55,47,55,38
4765,43,39,39,34
4766,43,37,36,54
4767,54,36,35,56
4768,51,33,44,33
4771,33,49,40,43
4772,42,52,37,53
4773,35,39,45,51
4774,53,51,34,48
4775,45,47,52,42
4776,42,42,39,50
4777,38,36,60,30
4778,47,34,31,59
4781,37,30,52,30
4782,41,30,43,48
4783,41,39,54,47
4784,31,54,34,51
4785,35,51,52,40
4786,33,48,30,37
4787,60,39,45,58
4788,33,49,44,50
4791,60,41,51,48
4792,51,55,33,34
4793,50,42,43,55
4794,47,49,60,34
4795,45,45,42,33
4796,41,43,46,35
4797,31,58,54,38
4798,32,48,30,58
4801,51,44,52,55
4802,36,36,30,37
4803,36,50,56,35
4804,50,59,35,41
4805,35,43,41,43
4806,32,44,39,33
4807,52,49,50,36
4808,55,31,33,56
4811,58,35,30,39
4812,46,30,59,55
4813,60,55,43,54
4814,47,47,53,37
4815,54,54,48,38
4816,53,46,56,33
4817,35,45,57,58
4818,31,59,40,41
4821,41,37,45,37
4822,44,30,58,53
4823,45,34,53,47
4824,49,37,39,41
4825,37,55,34,46
4826,49,30,46,52
4827,57,50,53,30
4828,54,39,59,54
4831,51,56,54,41
4832,31,60,54,44
4833,38,44,56,57
4834,54,42,42,60
4835,49,42,32,38
4836,38,59,40,55
4837,39,43,52,50
4838,32,38,51,43
4841,47,33,30,33
4842,43,52,51,60
4843,43,32,57,53
4844,51,34,32,35
4845,31,59,56,31
4846,55,46,46,57
4847,44,32,35,37
4848,41,54,40,33
4851,37,54,56,39
4852,38,35,52,50
4853,44,59,51,37
4854,59,58,50,38
4855,48,58,52,44
4856,43,38,38,41
4857,32,44,54,30
4858,36,36,30,30
4861,51,53,42,52
4862,52,49,55,55
4863,37,60,39,44
4864,40,42,38,52
4865,42,33,31,32
4866,35,39,56,52
4867,52,55,33,35
4868,44,59,51,59
4871,46,55,54,52
4872,35,48,35,53
4873,38,50,54,56
4874,55,33,44,44
4875,33,46,30,33
4876,41,31,51,49
4877,38,41,35,36
4878,43,56,38,60
4881,56,35,36,41
4882,53,31,43,51
4883,47,40,38,30
4884,42,32,57,38
4885,45,58,31,46
4886,37,42,51,57
4887,40,52,53,43
4888,41,46,33,38
4891,58,40,39,59
4892,53,48,46,45
4893,53,30,58,36
4894,35,58,35,49
4895,37,41,58,40
4896,56,55,38,34
4897,34,30,50,30
4898,47,39,57,59
4901,34,39,51,35
4902,32,44,30,60
4903,39,56,55,30
4904,44,38,53,42
4905,56,34,46,51
4906,33,58,57,33
4907,53,57,54,43
4908,59,38,46,36
4911,59,59,48,36
4912,51,38,38,45
4913,41,51,60,41
4914,60,49,50,37
4915,44,57,60,30
4916,32,30,60,56
4917,33,50,47,40
4918,45,50,59,58
4921,45,58,34,42
4922,59,52,59,41
4923,38,45,53,46
4924,45,59,47,45
4925,32,41,43,60
4926,38,46,42,60
4927,57,50,44,56
4928,43,31,32,39
4931,59,36,52,55
4932,59,48,36,38
4933,51,45,54,44
4934,34,38,60,44
4935,30,43,48,48
4936,57,57,58,42
4937,39,46,54,32
4938,49,40,44,56
4941,34,49,31,49
4942,59,38,59,46
4943,35,31,44,40
4944,37,53,56,44
4945,50,44,43,41
