remedialID,previousQscore,remedialScore,examName
3426,13,35, 4th Quarter Exam 
3427,4,45, 3rd Quarter Exam 
3428,9,33, 3rd Quarter Exam 
3429,18,56, 1st Quarter Exam 
3430,13,59, 4th Quarter Exam 
3431,7,40, 2nd Quarter Exam 
3432,28,54, 2nd Quarter Exam 
3433,5,31, 2nd Quarter Exam 
3434,21,37, 2nd Quarter Exam 
3435,7,33, 1st Quarter Exam 
3436,5,37, 2nd Quarter Exam 
3437,28,57, 4th Quarter Exam 
3438,6,53, 2nd Quarter Exam 
3439,0,60, 3rd Quarter Exam 
3440,28,38, 4th Quarter Exam 
3441,9,59, 2nd Quarter Exam 
3442,8,32, 3rd Quarter Exam 
3443,1,34, 3rd Quarter Exam 
3444,10,39, 3rd Quarter Exam 
3445,18,47, 3rd Quarter Exam 
3446,28,54, 3rd Quarter Exam 
3447,2,30, 4th Quarter Exam 
3448,2,41, 3rd Quarter Exam 
3449,8,52, 4th Quarter Exam 
3450,28,37, 4th Quarter Exam 
3451,19,49, 4th Quarter Exam 
3452,26,47, 1st Quarter Exam 
3453,26,46, 3rd Quarter Exam 
3454,3,59, 2nd Quarter Exam 
3455,8,41, 4th Quarter Exam 
3456,29,33, 4th Quarter Exam 
3457,26,44, 1st Quarter Exam 
3458,12,59, 3rd Quarter Exam 
3459,0,41, 1st Quarter Exam 
3460,8,41, 3rd Quarter Exam 
3461,16,37, 1st Quarter Exam 
3462,26,34, 2nd Quarter Exam 
3463,13,55, 2nd Quarter Exam 
3464,27,34, 4th Quarter Exam 
3465,28,32, 3rd Quarter Exam 
3466,14,48, 4th Quarter Exam 
3467,16,30, 4th Quarter Exam 
3468,2,50, 2nd Quarter Exam 
3469,20,55, 1st Quarter Exam 
3470,25,52, 2nd Quarter Exam 
3471,21,42, 1st Quarter Exam 
3472,9,41, 4th Quarter Exam 
3473,0,57, 1st Quarter Exam 
3474,5,38, 1st Quarter Exam 
3475,29,41, 2nd Quarter Exam 
3476,5,52, 4th Quarter Exam 
3477,26,52, 2nd Quarter Exam 
3478,18,36, 4th Quarter Exam 
3479,12,49, 1st Quarter Exam 
3480,14,47, 1st Quarter Exam 
3481,19,49, 2nd Quarter Exam 
3482,3,33, 1st Quarter Exam 
3483,8,53, 3rd Quarter Exam 
3484,10,41, 2nd Quarter Exam 
3485,28,34, 3rd Quarter Exam 
3486,28,51, 1st Quarter Exam 
3487,2,30, 2nd Quarter Exam 
3488,10,37, 1st Quarter Exam 
3489,2,56, 2nd Quarter Exam 
3490,18,45, 4th Quarter Exam 
3491,26,30, 1st Quarter Exam 
3492,9,36, 1st Quarter Exam 
3493,26,45, 1st Quarter Exam 
3494,24,46, 2nd Quarter Exam 
3495,10,32, 3rd Quarter Exam 
3496,28,35, 4th Quarter Exam 
3497,5,41, 3rd Quarter Exam 
3498,6,32, 1st Quarter Exam 
3499,18,49, 4th Quarter Exam 
3500,27,53, 1st Quarter Exam 
3501,19,43, 3rd Quarter Exam 
3502,20,49, 4th Quarter Exam 
3503,18,56, 4th Quarter Exam 
3504,18,31, 2nd Quarter Exam 
3505,4,54, 1st Quarter Exam 
3506,7,56, 1st Quarter Exam 
3507,4,57, 1st Quarter Exam 
3508,4,33, 3rd Quarter Exam 
3509,25,53, 4th Quarter Exam 
3510,12,53, 4th Quarter Exam 
3511,7,58, 1st Quarter Exam 
3512,16,37, 2nd Quarter Exam 
3513,1,45, 1st Quarter Exam 
3514,13,30, 1st Quarter Exam 
3515,6,36, 2nd Quarter Exam 
3516,28,30, 2nd Quarter Exam 
3517,16,35, 2nd Quarter Exam 
3518,20,60, 2nd Quarter Exam 
3519,13,57, 1st Quarter Exam 
3520,2,32, 4th Quarter Exam 
3521,4,35, 4th Quarter Exam 
3522,4,43, 3rd Quarter Exam 
3523,25,43, 4th Quarter Exam 
3524,15,45, 1st Quarter Exam 
3525,26,54, 2nd Quarter Exam 
3526,2,35, 1st Quarter Exam 
3527,4,47, 4th Quarter Exam 
3528,7,30, 2nd Quarter Exam 
3529,8,30, 3rd Quarter Exam 
3530,3,42, 3rd Quarter Exam 
3531,12,38, 3rd Quarter Exam 
3532,0,52, 2nd Quarter Exam 
3533,24,60, 4th Quarter Exam 
3534,3,37, 4th Quarter Exam 
3535,5,45, 3rd Quarter Exam 
3536,19,59, 3rd Quarter Exam 
3537,26,58, 4th Quarter Exam 
3538,8,52, 3rd Quarter Exam 
3539,12,33, 1st Quarter Exam 
3540,3,36, 1st Quarter Exam 
3541,13,44, 3rd Quarter Exam 
3542,11,31, 1st Quarter Exam 
3543,2,60, 2nd Quarter Exam 
3544,18,48, 2nd Quarter Exam 
3545,26,47, 3rd Quarter Exam 
3546,24,32, 3rd Quarter Exam 
3547,19,53, 2nd Quarter Exam 
3548,19,48, 4th Quarter Exam 
3549,12,34, 2nd Quarter Exam 
3550,25,37, 1st Quarter Exam 
3551,19,36, 4th Quarter Exam 
3552,17,58, 2nd Quarter Exam 
3553,23,47, 2nd Quarter Exam 
3554,14,44, 1st Quarter Exam 
3555,23,47, 3rd Quarter Exam 
3556,13,33, 3rd Quarter Exam 
3557,19,52, 2nd Quarter Exam 
3558,27,46, 1st Quarter Exam 
3559,1,54, 1st Quarter Exam 
3560,8,47, 2nd Quarter Exam 
3561,7,47, 4th Quarter Exam 
3562,22,49, 4th Quarter Exam 
3563,7,57, 3rd Quarter Exam 
3564,28,38, 1st Quarter Exam 
3565,4,57, 2nd Quarter Exam 
3566,29,32, 2nd Quarter Exam 
3567,25,51, 2nd Quarter Exam 
3568,5,54, 2nd Quarter Exam 
3569,29,42, 4th Quarter Exam 
3570,28,31, 4th Quarter Exam 
3571,12,41, 4th Quarter Exam 
3572,19,45, 4th Quarter Exam 
3573,4,46, 1st Quarter Exam 
3574,25,44, 1st Quarter Exam 
3575,7,47, 4th Quarter Exam 
3576,9,44, 3rd Quarter Exam 
3577,11,58, 2nd Quarter Exam 
3578,1,43, 3rd Quarter Exam 
3579,28,49, 2nd Quarter Exam 
3580,20,31, 4th Quarter Exam 
3581,13,45, 2nd Quarter Exam 
3582,10,47, 3rd Quarter Exam 
3583,6,33, 4th Quarter Exam 
3584,16,42, 2nd Quarter Exam 
3585,13,34, 4th Quarter Exam 
3586,11,30, 4th Quarter Exam 
3587,8,43, 3rd Quarter Exam 
3588,27,50, 4th Quarter Exam 
3589,25,39, 3rd Quarter Exam 
3590,10,32, 4th Quarter Exam 
3591,4,46, 2nd Quarter Exam 
3592,24,41, 1st Quarter Exam 
3593,14,47, 1st Quarter Exam 
3594,19,41, 4th Quarter Exam 
3595,2,48, 3rd Quarter Exam 
3596,7,49, 2nd Quarter Exam 
3597,5,53, 4th Quarter Exam 
3598,14,57, 3rd Quarter Exam 
3599,21,48, 1st Quarter Exam 
3600,6,48, 3rd Quarter Exam 
3601,22,33, 4th Quarter Exam 
3602,12,34, 3rd Quarter Exam 
3603,20,40, 4th Quarter Exam 
3604,21,50, 2nd Quarter Exam 
3605,12,57, 1st Quarter Exam 
3606,10,38, 3rd Quarter Exam 
3607,27,32, 1st Quarter Exam 
3608,29,50, 3rd Quarter Exam 
3609,9,36, 1st Quarter Exam 
3610,18,43, 2nd Quarter Exam 
3611,6,40, 2nd Quarter Exam 
3612,23,54, 2nd Quarter Exam 
3613,14,45, 2nd Quarter Exam 
3614,27,54, 3rd Quarter Exam 
3615,25,30, 3rd Quarter Exam 
3616,6,36, 4th Quarter Exam 
3617,25,56, 2nd Quarter Exam 
3618,28,35, 2nd Quarter Exam 
3619,12,41, 3rd Quarter Exam 
3620,4,43, 3rd Quarter Exam 
3621,7,59, 1st Quarter Exam 
3622,6,43, 2nd Quarter Exam 
3623,13,41, 4th Quarter Exam 
3624,26,59, 1st Quarter Exam 
3625,28,52, 2nd Quarter Exam 
3626,19,45, 1st Quarter Exam 
3627,6,31, 3rd Quarter Exam 
3628,21,41, 2nd Quarter Exam 
3629,22,33, 2nd Quarter Exam 
3630,9,60, 2nd Quarter Exam 
3631,23,42, 1st Quarter Exam 
3632,27,57, 2nd Quarter Exam 
3633,15,54, 4th Quarter Exam 
3634,0,40, 4th Quarter Exam 
3635,14,57, 1st Quarter Exam 
3636,11,41, 3rd Quarter Exam 
3637,24,31, 4th Quarter Exam 
3638,18,34, 4th Quarter Exam 
3639,8,41, 3rd Quarter Exam 
3640,23,39, 1st Quarter Exam 
3641,25,45, 1st Quarter Exam 
3642,19,56, 2nd Quarter Exam 
3643,10,45, 2nd Quarter Exam 
3644,11,36, 3rd Quarter Exam 
3645,21,32, 2nd Quarter Exam 
3646,2,34, 1st Quarter Exam 
3647,8,38, 3rd Quarter Exam 
3648,9,45, 1st Quarter Exam 
3649,1,47, 4th Quarter Exam 
3650,13,37, 3rd Quarter Exam 
3651,2,52, 4th Quarter Exam 
3652,19,59, 4th Quarter Exam 
3653,8,41, 2nd Quarter Exam 
3654,20,59, 1st Quarter Exam 
3655,26,32, 2nd Quarter Exam 
3656,19,39, 4th Quarter Exam 
3657,15,53, 4th Quarter Exam 
3658,16,46, 1st Quarter Exam 
3659,20,48, 3rd Quarter Exam 
3660,22,49, 3rd Quarter Exam 
3661,23,39, 1st Quarter Exam 
3662,11,57, 3rd Quarter Exam 
3663,3,59, 1st Quarter Exam 
3664,23,58, 4th Quarter Exam 
3665,21,58, 1st Quarter Exam 
3666,2,43, 3rd Quarter Exam 
3667,28,45, 1st Quarter Exam 
3668,17,38, 1st Quarter Exam 
3669,13,55, 4th Quarter Exam 
3670,1,41, 2nd Quarter Exam 
3671,0,54, 1st Quarter Exam 
3672,1,59, 1st Quarter Exam 
3673,2,50, 4th Quarter Exam 
3674,1,46, 1st Quarter Exam 
3675,12,30, 3rd Quarter Exam 
3676,19,41, 2nd Quarter Exam 
3677,12,36, 3rd Quarter Exam 
3678,21,35, 1st Quarter Exam 
3679,8,39, 3rd Quarter Exam 
3680,13,45, 4th Quarter Exam 
3681,5,45, 3rd Quarter Exam 
3682,18,39, 1st Quarter Exam 
3683,28,32, 4th Quarter Exam 
3684,3,59, 4th Quarter Exam 
3685,12,45, 4th Quarter Exam 
3686,10,54, 3rd Quarter Exam 
3687,9,48, 4th Quarter Exam 
3688,16,52, 2nd Quarter Exam 
3689,25,50, 2nd Quarter Exam 
3690,17,56, 3rd Quarter Exam 
3691,5,57, 4th Quarter Exam 
3692,5,54, 3rd Quarter Exam 
3693,14,33, 4th Quarter Exam 
3694,20,54, 2nd Quarter Exam 
3695,7,45, 1st Quarter Exam 
3696,24,47, 4th Quarter Exam 
3697,20,36, 2nd Quarter Exam 
3698,6,31, 1st Quarter Exam 
3699,15,40, 2nd Quarter Exam 
3700,3,56, 2nd Quarter Exam 
3701,0,31, 3rd Quarter Exam 
3702,27,50, 3rd Quarter Exam 
3703,4,53, 3rd Quarter Exam 
3704,26,41, 3rd Quarter Exam 
3705,16,34, 4th Quarter Exam 
3706,1,35, 3rd Quarter Exam 
3707,14,58, 3rd Quarter Exam 
3708,8,52, 3rd Quarter Exam 
3709,1,53, 4th Quarter Exam 
3710,26,37, 3rd Quarter Exam 
3711,20,46, 3rd Quarter Exam 
3712,29,60, 1st Quarter Exam 
3713,2,36, 2nd Quarter Exam 
3714,7,34, 2nd Quarter Exam 
3715,11,33, 1st Quarter Exam 
3716,26,49, 2nd Quarter Exam 
3717,18,34, 2nd Quarter Exam 
3718,26,36, 3rd Quarter Exam 
3719,5,37, 3rd Quarter Exam 
3720,6,38, 1st Quarter Exam 
3721,21,38, 4th Quarter Exam 
3722,29,32, 4th Quarter Exam 
3723,12,54, 1st Quarter Exam 
3724,22,48, 2nd Quarter Exam 
3725,25,37, 3rd Quarter Exam 
3726,24,36, 4th Quarter Exam 
3727,1,48, 2nd Quarter Exam 
3728,1,47, 2nd Quarter Exam 
3729,16,31, 3rd Quarter Exam 
3730,29,41, 1st Quarter Exam 
3731,25,40, 3rd Quarter Exam 
3732,19,34, 4th Quarter Exam 
3733,25,55, 4th Quarter Exam 
3734,1,45, 3rd Quarter Exam 
3735,14,38, 2nd Quarter Exam 
3736,20,52, 4th Quarter Exam 
3737,21,55, 4th Quarter Exam 
3738,15,39, 2nd Quarter Exam 
3739,23,48, 4th Quarter Exam 
3740,16,39, 3rd Quarter Exam 
3741,27,50, 1st Quarter Exam 
3742,27,42, 4th Quarter Exam 
3743,1,45, 4th Quarter Exam 
3744,26,31, 4th Quarter Exam 
3745,4,36, 1st Quarter Exam 
3746,2,34, 1st Quarter Exam 
3747,0,58, 2nd Quarter Exam 
3748,3,44, 2nd Quarter Exam 
3749,14,55, 4th Quarter Exam 
3750,11,45, 1st Quarter Exam 
3751,10,44, 1st Quarter Exam 
3752,26,42, 3rd Quarter Exam 
3753,26,39, 2nd Quarter Exam 
3754,3,45, 2nd Quarter Exam 
3755,20,33, 2nd Quarter Exam 
3756,5,35, 2nd Quarter Exam 
3757,28,41, 2nd Quarter Exam 
3758,17,34, 4th Quarter Exam 
3759,16,32, 2nd Quarter Exam 
3760,16,56, 2nd Quarter Exam 
3761,28,39, 4th Quarter Exam 
3762,29,48, 3rd Quarter Exam 
3763,13,41, 4th Quarter Exam 
3764,15,59, 2nd Quarter Exam 
3765,0,59, 4th Quarter Exam 
3766,19,44, 4th Quarter Exam 
3767,7,39, 1st Quarter Exam 
3768,27,41, 3rd Quarter Exam 
3769,25,48, 1st Quarter Exam 
3770,9,44, 4th Quarter Exam 
3771,5,54, 2nd Quarter Exam 
3772,27,46, 1st Quarter Exam 
3773,29,51, 2nd Quarter Exam 
3774,13,50, 3rd Quarter Exam 
3775,28,33, 1st Quarter Exam 
3776,7,35, 1st Quarter Exam 
3777,7,49, 1st Quarter Exam 
3778,0,32, 2nd Quarter Exam 
3779,4,34, 4th Quarter Exam 
3780,18,51, 4th Quarter Exam 
3781,26,49, 3rd Quarter Exam 
3782,10,51, 2nd Quarter Exam 
3783,16,48, 4th Quarter Exam 
3784,16,46, 3rd Quarter Exam 
3785,16,57, 1st Quarter Exam 
3786,4,40, 3rd Quarter Exam 
3787,27,47, 3rd Quarter Exam 
3788,15,41, 1st Quarter Exam 
3789,16,37, 2nd Quarter Exam 
3790,8,38, 2nd Quarter Exam 
3791,23,53, 3rd Quarter Exam 
3792,5,31, 1st Quarter Exam 
3793,21,39, 2nd Quarter Exam 
3794,22,40, 3rd Quarter Exam 
3795,18,49, 2nd Quarter Exam 
3796,5,48, 1st Quarter Exam 
3797,25,32, 1st Quarter Exam 
3798,27,32, 4th Quarter Exam 
3799,1,45, 4th Quarter Exam 
3800,15,55, 4th Quarter Exam 
3801,11,43, 1st Quarter Exam 
3802,1,59, 4th Quarter Exam 
3803,28,38, 3rd Quarter Exam 
3804,5,58, 4th Quarter Exam 
3805,14,42, 4th Quarter Exam 
3806,7,48, 4th Quarter Exam 
3807,11,51, 2nd Quarter Exam 
3808,29,59, 1st Quarter Exam 
3809,21,59, 4th Quarter Exam 
3810,7,36, 2nd Quarter Exam 
3811,22,32, 1st Quarter Exam 
3812,18,42, 1st Quarter Exam 
3813,13,40, 2nd Quarter Exam 
3814,5,60, 1st Quarter Exam 
3815,20,50, 3rd Quarter Exam 
3816,3,31, 1st Quarter Exam 
3817,25,58, 3rd Quarter Exam 
3818,18,56, 2nd Quarter Exam 
3819,1,37, 1st Quarter Exam 
3820,23,45, 2nd Quarter Exam 
3821,18,52, 2nd Quarter Exam 
3822,15,46, 2nd Quarter Exam 
3823,19,55, 1st Quarter Exam 
3824,22,52, 2nd Quarter Exam 
3825,11,35, 4th Quarter Exam 
3826,4,59, 2nd Quarter Exam 
3827,13,31, 3rd Quarter Exam 
3828,12,42, 3rd Quarter Exam 
3829,15,54, 1st Quarter Exam 
3830,23,39, 2nd Quarter Exam 
3831,4,60, 3rd Quarter Exam 
3832,19,32, 3rd Quarter Exam 
3833,29,54, 2nd Quarter Exam 
3834,20,39, 2nd Quarter Exam 
3835,29,48, 1st Quarter Exam 
3836,25,55, 3rd Quarter Exam 
3837,1,38, 2nd Quarter Exam 
3838,11,39, 4th Quarter Exam 
3839,16,45, 3rd Quarter Exam 
3840,5,55, 3rd Quarter Exam 
3841,13,58, 4th Quarter Exam 
3842,2,35, 3rd Quarter Exam 
3843,5,40, 3rd Quarter Exam 
3844,0,51, 3rd Quarter Exam 
3845,9,52, 1st Quarter Exam 
3846,8,55, 2nd Quarter Exam 
3847,24,32, 3rd Quarter Exam 
3848,28,53, 2nd Quarter Exam 
3849,21,42, 2nd Quarter Exam 
3850,29,57, 3rd Quarter Exam 
3851,9,50, 3rd Quarter Exam 
3852,26,54, 2nd Quarter Exam 
3853,10,31, 2nd Quarter Exam 
3854,15,49, 1st Quarter Exam 
3855,0,35, 2nd Quarter Exam 
3856,13,52, 1st Quarter Exam 
3857,23,31, 2nd Quarter Exam 
3858,22,54, 3rd Quarter Exam 
3859,13,31, 1st Quarter Exam 
3860,5,32, 3rd Quarter Exam 
3861,23,56, 3rd Quarter Exam 
3862,5,36, 2nd Quarter Exam 
3863,14,32, 2nd Quarter Exam 
3864,6,38, 1st Quarter Exam 
3865,12,44, 4th Quarter Exam 
3866,7,45, 2nd Quarter Exam 
3867,25,54, 3rd Quarter Exam 
3868,8,42, 3rd Quarter Exam 
3869,11,51, 4th Quarter Exam 
3870,18,32, 1st Quarter Exam 
3871,27,48, 1st Quarter Exam 
3872,9,45, 3rd Quarter Exam 
3873,5,59, 1st Quarter Exam 
3874,6,49, 3rd Quarter Exam 
3875,23,32, 1st Quarter Exam 
3876,23,43, 4th Quarter Exam 
3877,24,50, 4th Quarter Exam 
3878,28,60, 1st Quarter Exam 
3879,1,41, 2nd Quarter Exam 
3880,2,36, 1st Quarter Exam 
3881,8,44, 2nd Quarter Exam 
3882,23,44, 3rd Quarter Exam 
3883,9,59, 1st Quarter Exam 
3884,29,53, 3rd Quarter Exam 
3885,13,56, 2nd Quarter Exam 
3886,8,53, 2nd Quarter Exam 
3887,1,36, 4th Quarter Exam 
3888,10,42, 2nd Quarter Exam 
3889,18,54, 4th Quarter Exam 
3890,8,59, 2nd Quarter Exam 
3891,14,51, 4th Quarter Exam 
3892,2,30, 1st Quarter Exam 
3893,4,36, 4th Quarter Exam 
3894,24,40, 4th Quarter Exam 
3895,7,42, 2nd Quarter Exam 
3896,14,47, 1st Quarter Exam 
3897,16,37, 1st Quarter Exam 
3898,25,47, 1st Quarter Exam 
3899,1,52, 1st Quarter Exam 
3900,22,37, 2nd Quarter Exam 
3901,26,39, 3rd Quarter Exam 
3902,24,45, 1st Quarter Exam 
3903,15,59, 3rd Quarter Exam 
3904,6,39, 2nd Quarter Exam 
3905,3,36, 1st Quarter Exam 
3906,5,45, 2nd Quarter Exam 
3907,10,46, 4th Quarter Exam 
3908,19,49, 4th Quarter Exam 
3909,27,36, 3rd Quarter Exam 
3910,23,40, 3rd Quarter Exam 
3911,26,50, 2nd Quarter Exam 
3912,3,46, 2nd Quarter Exam 
3913,21,53, 1st Quarter Exam 
3914,27,47, 1st Quarter Exam 
3915,4,35, 4th Quarter Exam 
3916,8,55, 3rd Quarter Exam 
3917,27,38, 3rd Quarter Exam 
3918,20,48, 1st Quarter Exam 
3919,24,51, 2nd Quarter Exam 
3920,19,58, 2nd Quarter Exam 
3921,21,50, 3rd Quarter Exam 
3922,29,49, 3rd Quarter Exam 
3923,10,42, 2nd Quarter Exam 
3924,19,57, 1st Quarter Exam 
3925,7,49, 2nd Quarter Exam 
3926,23,36, 1st Quarter Exam 
3927,28,40, 2nd Quarter Exam 
3928,27,42, 3rd Quarter Exam 
3929,28,41, 3rd Quarter Exam 
3930,8,59, 2nd Quarter Exam 
3931,19,60, 4th Quarter Exam 
3932,24,37, 3rd Quarter Exam 
3933,18,30, 1st Quarter Exam 
3934,23,34, 4th Quarter Exam 
3935,3,35, 1st Quarter Exam 
3936,18,36, 3rd Quarter Exam 
3937,14,37, 2nd Quarter Exam 
3938,13,34, 2nd Quarter Exam 
3939,17,40, 2nd Quarter Exam 
3940,14,56, 1st Quarter Exam 
3941,23,38, 3rd Quarter Exam 
3942,5,36, 2nd Quarter Exam 
3943,19,50, 2nd Quarter Exam 
3944,25,34, 1st Quarter Exam 
3945,23,52, 1st Quarter Exam 
3946,21,44, 1st Quarter Exam 
3947,17,31, 2nd Quarter Exam 
3948,17,36, 1st Quarter Exam 
3949,21,40, 3rd Quarter Exam 
3950,4,49, 2nd Quarter Exam 
3951,5,51, 4th Quarter Exam 
3952,12,56, 4th Quarter Exam 
3953,13,49, 2nd Quarter Exam 
3954,18,42, 3rd Quarter Exam 
3955,20,48, 1st Quarter Exam 
3956,25,46, 4th Quarter Exam 
3957,6,38, 4th Quarter Exam 
3958,9,51, 4th Quarter Exam 
3959,9,45, 3rd Quarter Exam 
3960,27,43, 4th Quarter Exam 
3961,26,51, 1st Quarter Exam 
3962,12,42, 1st Quarter Exam 
3963,28,52, 3rd Quarter Exam 
3964,9,42, 2nd Quarter Exam 
3965,7,54, 4th Quarter Exam 
3966,17,56, 4th Quarter Exam 
3967,12,35, 3rd Quarter Exam 
3968,0,60, 2nd Quarter Exam 
3969,4,54, 3rd Quarter Exam 
3970,22,46, 1st Quarter Exam 
3971,13,40, 1st Quarter Exam 
3972,23,55, 1st Quarter Exam 
3973,13,46, 3rd Quarter Exam 
3974,26,47, 4th Quarter Exam 
3975,25,47, 3rd Quarter Exam 
3976,4,33, 3rd Quarter Exam 
3977,0,57, 1st Quarter Exam 
3978,28,46, 3rd Quarter Exam 
3979,20,43, 1st Quarter Exam 
3980,11,60, 2nd Quarter Exam 
3981,14,45, 4th Quarter Exam 
3982,13,41, 2nd Quarter Exam 
3983,11,31, 2nd Quarter Exam 
3984,12,33, 4th Quarter Exam 
3985,24,40, 1st Quarter Exam 
3986,0,38, 1st Quarter Exam 
3987,14,52, 4th Quarter Exam 
3988,2,56, 1st Quarter Exam 
3989,8,31, 2nd Quarter Exam 
3990,28,45, 1st Quarter Exam 
3991,26,36, 3rd Quarter Exam 
3992,6,35, 2nd Quarter Exam 
3993,4,44, 3rd Quarter Exam 
3994,28,50, 3rd Quarter Exam 
3995,14,56, 2nd Quarter Exam 
3996,15,30, 4th Quarter Exam 
3997,15,60, 4th Quarter Exam 
3998,4,43, 3rd Quarter Exam 
3999,3,38, 2nd Quarter Exam 
4000,25,52, 3rd Quarter Exam 
4001,1,42, 4th Quarter Exam 
4002,10,36, 2nd Quarter Exam 
4003,14,41, 4th Quarter Exam 
4004,9,54, 3rd Quarter Exam 
4005,25,38, 3rd Quarter Exam 
4006,13,32, 1st Quarter Exam 
4007,15,60, 3rd Quarter Exam 
4008,1,33, 3rd Quarter Exam 
4009,27,57, 1st Quarter Exam 
4010,18,49, 4th Quarter Exam 
4011,12,32, 4th Quarter Exam 
4012,6,49, 4th Quarter Exam 
4013,16,42, 2nd Quarter Exam 
4014,23,49, 4th Quarter Exam 
4015,23,47, 1st Quarter Exam 
4016,6,33, 2nd Quarter Exam 
4017,28,57, 4th Quarter Exam 
4018,2,41, 1st Quarter Exam 
4019,13,42, 3rd Quarter Exam 
4020,7,52, 4th Quarter Exam 
4021,11,55, 4th Quarter Exam 
4022,20,36, 4th Quarter Exam 
4023,7,60, 4th Quarter Exam 
4024,19,34, 3rd Quarter Exam 
4025,12,34, 1st Quarter Exam 
4026,19,56, 2nd Quarter Exam 
4027,16,41, 1st Quarter Exam 
4028,28,54, 3rd Quarter Exam 
4029,25,59, 3rd Quarter Exam 
4030,12,46, 4th Quarter Exam 
4031,25,50, 1st Quarter Exam 
4032,19,40, 2nd Quarter Exam 
4033,4,47, 1st Quarter Exam 
4034,4,30, 1st Quarter Exam 
4035,0,49, 4th Quarter Exam 
4036,14,47, 3rd Quarter Exam 
4037,10,35, 4th Quarter Exam 
4038,24,45, 3rd Quarter Exam 
4039,6,39, 4th Quarter Exam 
4040,11,57, 1st Quarter Exam 
4041,9,52, 2nd Quarter Exam 
4042,12,49, 3rd Quarter Exam 
4043,1,32, 4th Quarter Exam 
4044,18,54, 1st Quarter Exam 
4045,4,58, 3rd Quarter Exam 
4046,28,33, 4th Quarter Exam 
4047,4,58, 4th Quarter Exam 
4048,6,33, 3rd Quarter Exam 
4049,24,47, 4th Quarter Exam 
4050,12,49, 3rd Quarter Exam 
4051,24,51, 2nd Quarter Exam 
4052,18,38, 1st Quarter Exam 
4053,18,52, 3rd Quarter Exam 
4054,17,36, 2nd Quarter Exam 
4055,15,42, 1st Quarter Exam 
4056,17,43, 2nd Quarter Exam 
4057,8,57, 4th Quarter Exam 
4058,3,53, 4th Quarter Exam 
4059,28,58, 1st Quarter Exam 
4060,1,30, 1st Quarter Exam 
4061,7,31, 3rd Quarter Exam 
4062,14,41, 3rd Quarter Exam 
4063,15,56, 4th Quarter Exam 
4064,16,35, 4th Quarter Exam 
4065,2,59, 3rd Quarter Exam 
4066,23,53, 3rd Quarter Exam 
4067,18,57, 3rd Quarter Exam 
4068,11,40, 2nd Quarter Exam 
4069,24,40, 1st Quarter Exam 
4070,21,58, 4th Quarter Exam 
4071,27,32, 1st Quarter Exam 
4072,9,50, 1st Quarter Exam 
4073,21,44, 3rd Quarter Exam 
4074,25,52, 4th Quarter Exam 
4075,18,35, 4th Quarter Exam 
4076,18,37, 4th Quarter Exam 
4077,10,54, 1st Quarter Exam 
4078,4,31, 2nd Quarter Exam 
4079,4,44, 3rd Quarter Exam 
4080,26,45, 2nd Quarter Exam 
4081,11,49, 4th Quarter Exam 
4082,26,50, 4th Quarter Exam 
4083,4,44, 2nd Quarter Exam 
4084,16,36, 1st Quarter Exam 
4085,8,45, 2nd Quarter Exam 
4086,26,47, 2nd Quarter Exam 
4087,23,47, 2nd Quarter Exam 
4088,3,38, 4th Quarter Exam 
4089,13,48, 3rd Quarter Exam 
4090,15,34, 1st Quarter Exam 
4091,23,51, 4th Quarter Exam 
4092,4,53, 1st Quarter Exam 
4093,29,38, 3rd Quarter Exam 
4094,2,54, 1st Quarter Exam 
4095,21,49, 3rd Quarter Exam 
4096,14,54, 4th Quarter Exam 
4097,29,53, 1st Quarter Exam 
4098,7,35, 3rd Quarter Exam 
4099,14,30, 3rd Quarter Exam 
4100,21,33, 3rd Quarter Exam 
4101,28,44, 2nd Quarter Exam 
4102,0,41, 3rd Quarter Exam 
4103,13,36, 3rd Quarter Exam 
4104,7,52, 3rd Quarter Exam 
4105,26,58, 4th Quarter Exam 
4106,15,40, 3rd Quarter Exam 
4107,13,36, 3rd Quarter Exam 
4108,26,43, 1st Quarter Exam 
4109,12,33, 3rd Quarter Exam 
4110,28,38, 3rd Quarter Exam 
4111,15,51, 3rd Quarter Exam 
4112,10,30, 3rd Quarter Exam 
4113,10,40, 4th Quarter Exam 
4114,3,40, 3rd Quarter Exam 
4115,7,34, 2nd Quarter Exam 
4116,2,30, 3rd Quarter Exam 
4117,4,51, 1st Quarter Exam 
4118,16,49, 4th Quarter Exam 
4119,23,38, 4th Quarter Exam 
4120,22,50, 4th Quarter Exam 
4121,16,44, 2nd Quarter Exam 
4122,28,32, 3rd Quarter Exam 
4123,29,32, 1st Quarter Exam 
4124,18,49, 4th Quarter Exam 
4125,20,55, 3rd Quarter Exam 
4126,3,51, 4th Quarter Exam 
4127,20,35, 3rd Quarter Exam 
4128,24,48, 2nd Quarter Exam 
4129,8,41, 3rd Quarter Exam 
4130,3,33, 1st Quarter Exam 
4131,0,38, 3rd Quarter Exam 
4132,22,30, 2nd Quarter Exam 
4133,21,50, 3rd Quarter Exam 
4134,24,40, 4th Quarter Exam 
4135,28,49, 4th Quarter Exam 
4136,23,42, 4th Quarter Exam 
4137,9,51, 1st Quarter Exam 
4138,3,51, 1st Quarter Exam 
4139,3,41, 4th Quarter Exam 
4140,20,35, 1st Quarter Exam 
4141,14,49, 2nd Quarter Exam 
