studentExamsID,shortExamsIndex,shortExamsID,firstQuarterScores,secondQuarterScores,thirdQuarterScores,fourthQuarterScores
3210,12839,4022,3,14,20,17
3210,12840,4022,3,20,12,7
3211,12841,4023,4,14,6,9
3211,12842,4023,6,1,8,20
3211,12843,4023,6,18,13,18
3211,12844,4023,1,14,8,13
3212,12845,4024,2,18,12,2
3212,12846,4024,6,13,0,15
3212,12847,4024,14,14,12,0
3212,12848,4024,4,4,0,7
3213,12849,4025,6,19,12,10
3213,12850,4025,7,13,8,6
3213,12851,4025,6,17,12,16
3213,12852,4025,15,17,2,14
3214,12853,4026,3,13,8,8
3214,12854,4026,14,13,1,17
3214,12855,4026,20,7,1,8
3214,12856,4026,9,19,11,7
3215,12857,4027,14,13,4,17
3215,12858,4027,18,1,16,19
3215,12859,4027,6,14,11,19
3215,12860,4027,12,15,16,12
3216,12861,4028,0,8,1,4
3216,12862,4028,3,19,1,3
3216,12863,4028,4,6,9,10
3216,12864,4028,12,12,15,11
3217,12865,4031,0,11,9,11
3217,12866,4031,11,8,0,9
3217,12867,4031,1,18,0,1
3217,12868,4031,8,18,18,17
3218,12869,4032,18,6,3,20
3218,12870,4032,2,4,4,9
3218,12871,4032,3,20,7,8
3218,12872,4032,3,0,4,12
3219,12873,4033,2,16,3,0
3219,12874,4033,13,0,13,6
3219,12875,4033,9,9,16,5
3219,12876,4033,13,6,10,16
3220,12877,4034,7,15,17,4
3220,12878,4034,0,4,10,7
3220,12879,4034,10,6,19,0
3220,12880,4034,0,0,2,12
3221,12881,4035,10,8,3,6
3221,12882,4035,17,2,15,0
3221,12883,4035,20,9,6,9
3221,12884,4035,14,1,17,15
3222,12885,4036,8,11,20,11
3222,12886,4036,18,13,7,3
3222,12887,4036,12,2,17,12
3222,12888,4036,3,18,16,20
3223,12889,4037,10,2,0,20
3223,12890,4037,3,1,17,3
3223,12891,4037,18,2,13,4
3223,12892,4037,8,1,6,18
3224,12893,4038,8,7,6,1
3224,12894,4038,10,14,20,17
3224,12895,4038,15,7,11,17
3224,12896,4038,4,12,19,15
3225,12897,4041,14,1,8,9
3225,12898,4041,3,18,17,4
3225,12899,4041,4,2,20,16
3225,12900,4041,3,11,6,0
3226,12901,4042,14,20,19,3
3226,12902,4042,13,11,4,7
3226,12903,4042,15,3,4,11
3226,12904,4042,11,19,1,13
3227,12905,4043,0,2,15,7
3227,12906,4043,0,19,19,3
3227,12907,4043,11,5,4,10
3227,12908,4043,15,19,4,18
3228,12909,4044,3,5,5,16
3228,12910,4044,14,10,3,4
3228,12911,4044,0,20,12,4
3228,12912,4044,19,20,4,12
3229,12913,4045,14,5,8,17
3229,12914,4045,19,16,1,13
3229,12915,4045,16,17,7,8
3229,12916,4045,18,0,20,3
3230,12917,4046,19,20,7,20
3230,12918,4046,5,15,18,3
3230,12919,4046,15,2,11,19
3230,12920,4046,10,15,6,6
3231,12921,4047,16,15,15,1
3231,12922,4047,17,1,5,5
3231,12923,4047,13,16,15,16
3231,12924,4047,15,12,19,2
3232,12925,4048,4,12,9,2
3232,12926,4048,13,3,9,4
3232,12927,4048,20,15,18,7
3232,12928,4048,16,11,3,7
3233,12929,4051,7,18,16,0
3233,12930,4051,9,10,9,11
3233,12931,4051,14,7,5,17
3233,12932,4051,12,20,7,5
3234,12933,4052,20,18,6,1
3234,12934,4052,19,6,3,0
3234,12935,4052,2,0,0,13
3234,12936,4052,1,13,20,17
3235,12937,4053,16,0,9,16
3235,12938,4053,1,0,17,16
3235,12939,4053,14,9,5,20
3235,12940,4053,7,8,11,13
3236,12941,4054,20,0,15,15
3236,12942,4054,16,3,14,11
3236,12943,4054,8,7,0,8
3236,12944,4054,13,14,3,9
3237,12945,4055,13,17,12,4
3237,12946,4055,19,14,13,17
3237,12947,4055,2,3,2,6
3237,12948,4055,14,19,12,15
3238,12949,4056,9,6,14,5
3238,12950,4056,1,20,20,2
3238,12951,4056,10,3,2,6
3238,12952,4056,2,8,5,20
3239,12953,4057,11,12,12,4
3239,12954,4057,1,16,2,2
3239,12955,4057,17,20,1,3
3239,12956,4057,20,12,14,15
3240,12957,4058,20,8,9,20
3240,12958,4058,19,14,20,17
3240,12959,4058,15,14,16,18
3240,12960,4058,1,7,12,6
3241,12961,4061,4,10,10,1
3241,12962,4061,2,9,14,13
3241,12963,4061,8,7,6,9
3241,12964,4061,20,3,2,5
3242,12965,4062,19,11,7,4
3242,12966,4062,15,10,4,17
3242,12967,4062,9,14,19,19
3242,12968,4062,2,12,12,5
3243,12969,4063,10,14,10,12
3243,12970,4063,13,7,4,3
3243,12971,4063,1,3,5,6
3243,12972,4063,4,11,18,16
3244,12973,4064,12,7,8,4
3244,12974,4064,19,5,4,17
3244,12975,4064,9,13,9,15
3244,12976,4064,17,5,6,6
3245,12977,4065,2,15,15,7
3245,12978,4065,12,10,6,15
3245,12979,4065,3,9,12,4
3245,12980,4065,18,5,15,1
3246,12981,4066,4,13,18,9
3246,12982,4066,19,0,4,11
3246,12983,4066,6,9,5,8
3246,12984,4066,10,10,20,16
3247,12985,4067,7,10,6,12
3247,12986,4067,1,13,19,5
3247,12987,4067,17,6,1,9
3247,12988,4067,3,7,9,16
3248,12989,4068,9,13,20,14
3248,12990,4068,8,12,11,13
3248,12991,4068,3,19,5,2
3248,12992,4068,13,3,20,1
3249,12993,4071,14,18,6,1
3249,12994,4071,3,5,5,16
3249,12995,4071,0,12,8,8
3249,12996,4071,16,9,6,10
3250,12997,4072,19,6,14,6
3250,12998,4072,13,5,8,17
3250,12999,4072,4,19,11,8
3250,13000,4072,14,20,2,0
3251,13001,4073,5,9,8,10
3251,13002,4073,4,19,14,15
3251,13003,4073,0,16,11,10
3251,13004,4073,0,1,15,8
3252,13005,4074,17,2,7,12
3252,13006,4074,19,0,17,9
3252,13007,4074,6,20,6,13
3252,13008,4074,6,6,15,16
3253,13009,4075,5,17,5,14
3253,13010,4075,12,13,9,4
3253,13011,4075,6,13,8,0
3253,13012,4075,1,5,11,7
3254,13013,4076,19,15,14,14
3254,13014,4076,6,19,16,2
3254,13015,4076,5,13,6,19
3254,13016,4076,12,2,20,15
3255,13017,4077,12,11,18,0
3255,13018,4077,16,20,20,20
3255,13019,4077,3,14,20,12
3255,13020,4077,20,18,11,6
3256,13021,4078,8,15,12,17
3256,13022,4078,12,20,8,17
3256,13023,4078,14,3,6,8
3256,13024,4078,7,3,20,14
3257,13025,4081,13,11,10,2
3257,13026,4081,8,2,6,11
3257,13027,4081,4,11,10,19
3257,13028,4081,19,20,8,14
3258,13029,4082,2,15,7,20
3258,13030,4082,3,3,4,15
3258,13031,4082,0,10,5,9
3258,13032,4082,11,15,12,9
3259,13033,4083,12,18,14,8
3259,13034,4083,17,10,17,18
3259,13035,4083,18,17,8,3
3259,13036,4083,18,13,10,4
3260,13037,4084,2,6,4,3
3260,13038,4084,15,20,19,5
3260,13039,4084,0,15,5,7
3260,13040,4084,15,6,10,13
3261,13041,4085,20,15,7,13
3261,13042,4085,9,0,19,13
3261,13043,4085,16,13,5,0
3261,13044,4085,0,17,16,12
3262,13045,4086,0,17,0,5
3262,13046,4086,1,7,0,12
3262,13047,4086,13,20,12,0
3262,13048,4086,2,10,4,13
3263,13049,4087,17,15,0,14
3263,13050,4087,0,15,3,8
3263,13051,4087,18,15,4,3
3263,13052,4087,9,9,14,2
3264,13053,4088,6,17,5,17
3264,13054,4088,5,3,16,12
3264,13055,4088,0,13,11,14
3264,13056,4088,11,10,15,4
3265,13057,4091,16,6,17,9
3265,13058,4091,8,3,11,2
3265,13059,4091,18,19,13,20
3265,13060,4091,18,19,15,2
3266,13061,4092,0,8,7,6
3266,13062,4092,12,20,13,2
3266,13063,4092,5,3,7,6
3266,13064,4092,14,14,1,0
3267,13065,4093,18,6,10,9
3267,13066,4093,4,9,12,13
3267,13067,4093,17,6,5,14
3267,13068,4093,8,5,3,7
3268,13069,4094,13,3,9,14
3268,13070,4094,11,15,4,15
3268,13071,4094,18,1,4,6
3268,13072,4094,16,2,17,20
3269,13073,4095,5,16,4,15
3269,13074,4095,19,9,12,18
3269,13075,4095,12,0,18,0
3269,13076,4095,10,7,4,3
3270,13077,4096,1,16,13,11
3270,13078,4096,4,7,10,12
3270,13079,4096,15,15,9,11
3270,13080,4096,11,19,20,10
3271,13081,4097,1,9,12,0
3271,13082,4097,7,0,16,4
3271,13083,4097,18,2,8,5
3271,13084,4097,7,6,1,18
3272,13085,4098,0,12,13,18
3272,13086,4098,1,2,6,4
3272,13087,4098,18,1,14,7
3272,13088,4098,12,9,8,9
3273,13089,4101,11,19,8,11
3273,13090,4101,15,7,2,9
3273,13091,4101,14,5,18,5
3273,13092,4101,6,17,3,7
3274,13093,4102,0,20,7,8
3274,13094,4102,1,1,20,8
3274,13095,4102,11,8,17,20
3274,13096,4102,6,13,7,9
3275,13097,4103,13,5,20,8
3275,13098,4103,13,14,19,16
3275,13099,4103,12,15,16,14
3275,13100,4103,14,0,13,9
3276,13101,4104,4,13,4,19
3276,13102,4104,11,20,12,5
3276,13103,4104,3,15,20,0
3276,13104,4104,10,12,14,11
3277,13105,4105,5,11,5,18
3277,13106,4105,1,12,18,9
3277,13107,4105,7,3,18,3
3277,13108,4105,2,2,5,12
3278,13109,4106,10,12,9,7
3278,13110,4106,9,20,8,2
3278,13111,4106,18,2,16,0
3278,13112,4106,16,8,17,2
3279,13113,4107,18,16,17,4
3279,13114,4107,7,10,20,7
3279,13115,4107,16,1,12,16
3279,13116,4107,2,20,7,13
3280,13117,4108,13,6,6,9
3280,13118,4108,10,6,17,20
3280,13119,4108,1,3,1,12
3280,13120,4108,18,3,20,2
3281,13121,4111,10,1,12,2
3281,13122,4111,13,17,15,2
3281,13123,4111,19,18,2,2
3281,13124,4111,14,18,8,1
3282,13125,4112,6,15,20,3
3282,13126,4112,11,14,7,20
3282,13127,4112,16,6,1,17
3282,13128,4112,11,11,10,17
3283,13129,4113,7,8,9,16
3283,13130,4113,20,20,14,15
3283,13131,4113,10,18,6,16
3283,13132,4113,9,2,18,5
3284,13133,4114,10,1,0,16
3284,13134,4114,6,2,13,6
3284,13135,4114,3,18,16,19
3284,13136,4114,1,11,3,20
3285,13137,4115,17,0,2,9
3285,13138,4115,0,15,11,13
3285,13139,4115,13,5,5,10
3285,13140,4115,0,12,20,2
3286,13141,4116,16,13,12,5
3286,13142,4116,16,18,1,13
3286,13143,4116,5,19,3,16
3286,13144,4116,14,4,6,2
3287,13145,4117,13,3,4,1
3287,13146,4117,4,5,16,18
3287,13147,4117,20,10,8,9
3287,13148,4117,13,4,15,4
3288,13149,4118,5,4,8,13
3288,13150,4118,17,14,7,13
3288,13151,4118,15,3,8,10
3288,13152,4118,16,11,5,10
3289,13153,4121,1,0,15,8
3289,13154,4121,12,16,4,19
3289,13155,4121,6,13,16,3
3289,13156,4121,19,13,3,7
3290,13157,4122,13,12,13,14
3290,13158,4122,17,7,9,13
3290,13159,4122,20,7,9,2
3290,13160,4122,20,4,6,2
3291,13161,4123,2,8,4,1
3291,13162,4123,1,14,2,10
3291,13163,4123,7,10,16,0
3291,13164,4123,16,2,16,5
3292,13165,4124,1,13,7,8
3292,13166,4124,8,9,5,15
3292,13167,4124,11,19,14,5
3292,13168,4124,8,6,1,16
3293,13169,4125,2,1,4,5
3293,13170,4125,19,6,18,20
3293,13171,4125,17,20,0,1
3293,13172,4125,4,8,16,18
3294,13173,4126,0,0,4,6
3294,13174,4126,0,16,1,1
3294,13175,4126,4,4,15,10
3294,13176,4126,4,4,15,14
3295,13177,4127,19,9,17,8
3295,13178,4127,1,18,9,2
3295,13179,4127,14,8,18,11
3295,13180,4127,7,19,18,12
3296,13181,4128,16,12,5,6
3296,13182,4128,11,20,2,6
3296,13183,4128,6,16,13,0
3296,13184,4128,6,8,5,16
3297,13185,4131,15,9,15,4
3297,13186,4131,17,15,2,17
3297,13187,4131,5,13,3,8
3297,13188,4131,18,19,20,3
3298,13189,4132,3,18,20,17
3298,13190,4132,9,5,10,8
3298,13191,4132,15,19,17,4
3298,13192,4132,4,9,17,3
3299,13193,4133,8,1,4,8
3299,13194,4133,19,4,12,19
3299,13195,4133,5,7,11,14
3299,13196,4133,13,4,20,8
3300,13197,4134,14,6,9,3
3300,13198,4134,0,0,7,11
3300,13199,4134,12,19,15,0
3300,13200,4134,11,6,10,6
3301,13201,4135,10,14,16,17
3301,13202,4135,9,7,10,6
3301,13203,4135,19,10,18,16
3301,13204,4135,14,13,2,0
3302,13205,4136,6,2,4,1
3302,13206,4136,3,13,0,6
3302,13207,4136,16,16,12,18
3302,13208,4136,9,13,0,17
3303,13209,4137,15,6,14,0
3303,13210,4137,12,9,18,7
3303,13211,4137,12,14,13,8
3303,13212,4137,0,0,4,12
3304,13213,4138,17,1,3,5
3304,13214,4138,19,18,20,0
3304,13215,4138,19,15,10,2
3304,13216,4138,3,5,18,0
3305,13217,4141,11,2,2,8
3305,13218,4141,19,5,3,3
3305,13219,4141,5,0,14,9
3305,13220,4141,17,19,16,7
3306,13221,4142,8,16,1,1
3306,13222,4142,14,19,15,14
3306,13223,4142,9,11,7,15
3306,13224,4142,13,4,10,14
3307,13225,4143,6,2,12,5
3307,13226,4143,13,16,3,18
3307,13227,4143,11,12,14,1
3307,13228,4143,2,5,12,3
3308,13229,4144,11,8,16,7
3308,13230,4144,20,17,20,20
3308,13231,4144,4,1,9,5
3308,13232,4144,6,16,16,14
3309,13233,4145,2,9,18,14
3309,13234,4145,2,3,13,13
3309,13235,4145,8,12,17,6
3309,13236,4145,12,3,8,16
3310,13237,4146,10,11,15,20
3310,13238,4146,19,11,15,5
3310,13239,4146,18,9,14,9
3310,13240,4146,15,12,2,20
3311,13241,4147,13,12,2,2
3311,13242,4147,6,13,20,15
3311,13243,4147,12,20,2,20
3311,13244,4147,0,13,12,18
3312,13245,4148,14,6,14,14
3312,13246,4148,1,7,18,2
3312,13247,4148,16,18,19,10
3312,13248,4148,4,14,2,19
3313,13249,4151,14,4,13,14
3313,13250,4151,14,2,10,20
3313,13251,4151,4,15,19,13
3313,13252,4151,10,3,9,13
3314,13253,4152,7,0,8,10
3314,13254,4152,9,20,16,17
3314,13255,4152,12,12,0,6
3314,13256,4152,8,14,7,0
3315,13257,4153,14,2,18,11
3315,13258,4153,2,11,6,7
3315,13259,4153,0,20,16,3
3315,13260,4153,6,1,8,13
3316,13261,4154,14,10,10,15
3316,13262,4154,12,0,5,2
3316,13263,4154,9,15,0,18
3316,13264,4154,20,4,8,11
3317,13265,4155,17,6,9,12
3317,13266,4155,14,16,19,17
3317,13267,4155,0,1,10,14
3317,13268,4155,19,12,0,14
3318,13269,4156,1,3,19,4
3318,13270,4156,6,3,19,17
3318,13271,4156,17,18,2,6
3318,13272,4156,3,15,3,2
3319,13273,4157,1,7,7,2
3319,13274,4157,0,10,13,11
3319,13275,4157,7,19,11,12
3319,13276,4157,8,14,20,10
3320,13277,4158,1,17,15,0
3320,13278,4158,0,11,16,2
3320,13279,4158,18,5,13,2
3320,13280,4158,13,17,8,3
3321,13281,4161,7,10,4,6
3321,13282,4161,10,13,9,20
3321,13283,4161,0,16,3,6
3321,13284,4161,6,12,14,15
3322,13285,4162,12,15,4,0
3322,13286,4162,11,0,19,8
3322,13287,4162,11,17,14,6
3322,13288,4162,15,19,12,13
3323,13289,4163,0,0,4,12
3323,13290,4163,12,10,17,16
3323,13291,4163,16,13,19,20
3323,13292,4163,4,12,11,3
3324,13293,4164,19,19,1,1
3324,13294,4164,14,17,3,7
3324,13295,4164,12,1,6,11
3324,13296,4164,0,9,3,0
3325,13297,4165,16,5,6,15
3325,13298,4165,4,13,4,16
3325,13299,4165,20,12,5,17
3325,13300,4165,14,8,2,2
3326,13301,4166,2,20,14,4
3326,13302,4166,3,11,16,19
3326,13303,4166,17,6,8,7
3326,13304,4166,1,9,18,9
3327,13305,4167,9,9,13,4
3327,13306,4167,1,2,19,6
3327,13307,4167,10,0,7,12
3327,13308,4167,9,6,17,5
3328,13309,4168,17,11,10,9
3328,13310,4168,11,0,13,19
3328,13311,4168,3,15,12,20
3328,13312,4168,20,4,2,6
3329,13313,4171,5,6,20,15
3329,13314,4171,14,4,3,15
3329,13315,4171,15,2,12,8
3329,13316,4171,12,4,12,6
3330,13317,4172,18,20,19,15
3330,13318,4172,3,4,6,12
3330,13319,4172,6,8,18,7
3330,13320,4172,16,13,18,18
3331,13321,4173,0,8,11,14
3331,13322,4173,20,6,20,19
3331,13323,4173,16,20,1,2
3331,13324,4173,16,13,5,18
3332,13325,4174,9,18,2,13
3332,13326,4174,17,14,4,11
3332,13327,4174,11,17,15,5
3332,13328,4174,15,15,16,17
3333,13329,4175,7,3,13,11
3333,13330,4175,9,0,10,8
3333,13331,4175,0,20,9,8
3333,13332,4175,0,9,9,9
3334,13333,4176,14,19,16,2
3334,13334,4176,7,15,10,9
3334,13335,4176,12,8,20,5
3334,13336,4176,11,0,16,12
3335,13337,4177,20,10,1,4
3335,13338,4177,18,1,4,6
3335,13339,4177,13,14,3,5
3335,13340,4177,20,8,20,3
3336,13341,4178,14,18,0,17
3336,13342,4178,3,18,6,18
3336,13343,4178,13,8,19,13
3336,13344,4178,4,2,16,5
3337,13345,4181,17,11,9,1
3337,13346,4181,5,16,15,14
3337,13347,4181,13,5,2,6
3337,13348,4181,8,2,5,11
3338,13349,4182,20,13,16,15
3338,13350,4182,12,10,12,0
3338,13351,4182,2,9,17,9
3338,13352,4182,19,13,13,4
3339,13353,4183,3,12,11,11
3339,13354,4183,7,20,15,9
3339,13355,4183,4,2,11,20
3339,13356,4183,5,1,17,16
3340,13357,4184,14,6,15,17
3340,13358,4184,4,5,10,12
3340,13359,4184,20,3,19,0
3340,13360,4184,3,19,20,15
3341,13361,4185,14,0,19,3
3341,13362,4185,6,12,13,11
3341,13363,4185,7,16,8,1
3341,13364,4185,11,12,9,2
3342,13365,4186,2,13,2,17
3342,13366,4186,15,0,3,6
3342,13367,4186,16,7,18,1
3342,13368,4186,5,11,17,7
3343,13369,4187,0,18,2,19
3343,13370,4187,0,9,11,9
3343,13371,4187,16,8,13,6
3343,13372,4187,7,15,1,8
3344,13373,4188,18,6,18,18
3344,13374,4188,11,17,8,8
3344,13375,4188,10,12,2,4
3344,13376,4188,7,19,8,18
3345,13377,4191,0,5,3,3
3345,13378,4191,8,10,11,3
3345,13379,4191,0,20,13,5
3345,13380,4191,3,6,3,2
3346,13381,4192,16,14,12,0
3346,13382,4192,7,13,0,10
3346,13383,4192,20,6,19,4
3346,13384,4192,4,20,14,20
3347,13385,4193,6,3,3,1
3347,13386,4193,7,5,11,10
3347,13387,4193,16,17,14,3
3347,13388,4193,4,15,4,5
3348,13389,4194,1,11,1,16
3348,13390,4194,8,4,8,20
3348,13391,4194,3,18,19,10
3348,13392,4194,2,10,17,2
3349,13393,4195,13,8,12,10
3349,13394,4195,14,3,13,4
3349,13395,4195,7,6,10,10
3349,13396,4195,8,6,16,2
3350,13397,4196,14,7,9,2
3350,13398,4196,19,9,12,0
3350,13399,4196,19,12,1,14
3350,13400,4196,6,13,11,15
3351,13401,4197,16,1,8,3
3351,13402,4197,1,11,12,5
3351,13403,4197,4,13,16,14
3351,13404,4197,13,6,11,5
3352,13405,4198,3,10,13,9
3352,13406,4198,16,9,3,17
3352,13407,4198,17,11,6,13
3352,13408,4198,3,20,8,1
3353,13409,4201,2,20,18,9
3353,13410,4201,6,6,1,1
3353,13411,4201,3,12,7,13
3353,13412,4201,19,15,5,15
3354,13413,4202,6,1,4,11
3354,13414,4202,20,13,4,0
3354,13415,4202,10,17,16,12
3354,13416,4202,6,7,1,13
3355,13417,4203,19,1,3,20
3355,13418,4203,20,11,18,15
3355,13419,4203,9,18,4,6
3355,13420,4203,16,9,6,16
3356,13421,4204,16,4,8,0
3356,13422,4204,12,11,12,1
3356,13423,4204,16,5,8,12
3356,13424,4204,18,14,3,7
3357,13425,4205,7,13,20,6
3357,13426,4205,10,13,20,18
3357,13427,4205,5,15,7,12
3357,13428,4205,4,4,13,4
3358,13429,4206,13,14,1,16
3358,13430,4206,8,9,20,18
3358,13431,4206,2,3,18,4
3358,13432,4206,8,3,5,11
3359,13433,4207,0,2,0,2
3359,13434,4207,12,4,15,0
3359,13435,4207,12,7,0,20
3359,13436,4207,2,5,4,8
3360,13437,4208,19,14,7,15
3360,13438,4208,3,4,17,6
3360,13439,4208,4,20,9,10
3360,13440,4208,13,0,11,16
3361,13441,4211,15,4,9,11
3361,13442,4211,19,12,15,7
3361,13443,4211,7,15,11,0
3361,13444,4211,20,19,1,18
3362,13445,4212,14,14,9,12
3362,13446,4212,8,2,1,8
3362,13447,4212,12,10,16,14
3362,13448,4212,5,12,12,11
3363,13449,4213,15,5,9,11
3363,13450,4213,11,15,11,19
3363,13451,4213,3,16,1,16
3363,13452,4213,11,3,15,14
3364,13453,4214,5,11,1,14
3364,13454,4214,7,8,15,15
3364,13455,4214,15,18,13,7
3364,13456,4214,10,7,1,3
3365,13457,4215,4,20,10,8
3365,13458,4215,18,9,13,17
3365,13459,4215,6,9,12,3
3365,13460,4215,15,3,14,11
3366,13461,4216,14,13,7,8
3366,13462,4216,8,19,8,8
3366,13463,4216,11,19,0,16
3366,13464,4216,10,13,18,16
3367,13465,4217,19,10,1,4
3367,13466,4217,16,5,8,5
3367,13467,4217,9,3,12,5
3367,13468,4217,4,15,10,16
3368,13469,4218,14,19,12,3
3368,13470,4218,3,17,0,2
3368,13471,4218,4,20,18,18
3368,13472,4218,18,20,7,19
3369,13473,4221,4,16,10,3
3369,13474,4221,2,14,10,9
3369,13475,4221,5,15,16,2
3369,13476,4221,3,14,6,5
3370,13477,4222,4,4,11,5
3370,13478,4222,9,17,10,12
3370,13479,4222,13,14,19,1
3370,13480,4222,17,2,19,8
3371,13481,4223,4,14,3,10
3371,13482,4223,2,12,16,11
3371,13483,4223,5,11,7,4
3371,13484,4223,7,1,5,1
3372,13485,4224,19,8,1,19
3372,13486,4224,18,8,20,9
3372,13487,4224,14,10,14,8
3372,13488,4224,16,20,5,1
3373,13489,4225,7,13,12,19
3373,13490,4225,15,5,5,12
3373,13491,4225,13,0,6,7
3373,13492,4225,7,5,15,2
3374,13493,4226,14,14,4,13
3374,13494,4226,10,15,14,18
3374,13495,4226,3,11,9,5
3374,13496,4226,1,4,20,5
3375,13497,4227,18,13,11,13
3375,13498,4227,17,3,2,18
3375,13499,4227,16,7,10,9
3375,13500,4227,14,5,10,6
3376,13501,4228,19,7,10,19
3376,13502,4228,9,18,7,3
3376,13503,4228,20,8,6,15
3376,13504,4228,12,7,9,20
3377,13505,4231,15,4,15,16
3377,13506,4231,7,19,6,14
3377,13507,4231,3,7,2,5
3377,13508,4231,8,19,9,4
3378,13509,4232,10,11,19,13
3378,13510,4232,5,3,8,11
3378,13511,4232,5,11,4,15
3378,13512,4232,0,5,10,14
3379,13513,4233,4,11,18,7
3379,13514,4233,16,10,4,17
3379,13515,4233,14,14,13,4
3379,13516,4233,11,13,8,0
3380,13517,4234,7,18,10,5
3380,13518,4234,15,4,0,12
3380,13519,4234,18,18,11,16
3380,13520,4234,0,2,9,14
3381,13521,4235,6,13,5,16
3381,13522,4235,7,2,6,8
3381,13523,4235,14,15,18,4
3381,13524,4235,9,2,3,6
3382,13525,4236,2,4,3,9
3382,13526,4236,19,9,8,17
3382,13527,4236,0,12,9,8
3382,13528,4236,16,8,9,20
3383,13529,4237,9,0,19,4
3383,13530,4237,6,20,3,16
3383,13531,4237,20,3,10,13
3383,13532,4237,20,10,11,0
3384,13533,4238,15,13,13,10
3384,13534,4238,2,17,14,8
3384,13535,4238,11,20,1,13
3384,13536,4238,2,6,13,4
3385,13537,4241,2,0,14,12
3385,13538,4241,18,16,14,5
3385,13539,4241,7,1,20,1
3385,13540,4241,11,4,4,3
3386,13541,4242,2,5,9,7
3386,13542,4242,18,15,16,1
3386,13543,4242,14,17,13,1
3386,13544,4242,4,9,10,2
3387,13545,4243,17,19,13,12
3387,13546,4243,16,17,0,0
3387,13547,4243,0,12,13,4
3387,13548,4243,10,15,3,5
3388,13549,4244,4,3,10,8
3388,13550,4244,3,5,13,5
3388,13551,4244,1,16,5,8
3388,13552,4244,13,20,9,16
3389,13553,4245,9,11,11,7
3389,13554,4245,10,14,3,18
3389,13555,4245,4,8,11,3
3389,13556,4245,8,4,10,5
3390,13557,4246,14,4,20,5
3390,13558,4246,16,8,10,2
3390,13559,4246,0,2,4,1
3390,13560,4246,15,9,5,7
3391,13561,4247,0,1,11,15
3391,13562,4247,8,7,14,18
3391,13563,4247,18,13,17,0
3391,13564,4247,12,9,2,2
3392,13565,4248,20,1,9,7
3392,13566,4248,9,13,13,13
3392,13567,4248,9,8,2,14
3392,13568,4248,4,3,6,4
3393,13569,4251,16,5,5,1
3393,13570,4251,5,17,7,2
3393,13571,4251,3,15,13,11
3393,13572,4251,10,20,6,11
3394,13573,4252,9,1,6,2
3394,13574,4252,9,6,2,3
3394,13575,4252,19,6,4,19
3394,13576,4252,3,18,12,8
3395,13577,4253,11,13,0,15
3395,13578,4253,2,17,11,14
3395,13579,4253,12,16,14,7
3395,13580,4253,11,3,6,18
3396,13581,4254,14,4,7,13
3396,13582,4254,13,4,19,1
3396,13583,4254,2,20,2,19
3396,13584,4254,14,15,15,1
3397,13585,4255,6,14,5,4
3397,13586,4255,9,0,7,18
3397,13587,4255,16,11,6,7
3397,13588,4255,12,8,15,20
3398,13589,4256,5,16,20,18
3398,13590,4256,14,8,6,2
3398,13591,4256,18,11,5,16
3398,13592,4256,13,17,6,16
3399,13593,4257,8,18,3,8
3399,13594,4257,13,0,10,9
3399,13595,4257,11,13,19,19
3399,13596,4257,15,8,13,4
3400,13597,4258,7,18,2,20
3400,13598,4258,19,0,17,9
3400,13599,4258,10,19,3,17
3400,13600,4258,5,19,12,13
3401,13601,4261,4,4,4,14
3401,13602,4261,1,17,9,1
3401,13603,4261,3,14,9,14
3401,13604,4261,15,8,4,16
3402,13605,4262,13,3,20,9
3402,13606,4262,3,17,9,5
3402,13607,4262,20,15,6,1
3402,13608,4262,18,10,4,5
3403,13609,4263,9,0,11,10
3403,13610,4263,10,13,15,9
3403,13611,4263,15,5,2,1
3403,13612,4263,16,5,20,5
3404,13613,4264,20,20,8,15
3404,13614,4264,8,15,13,13
3404,13615,4264,14,0,8,7
3404,13616,4264,17,5,5,14
3405,13617,4265,7,6,15,7
3405,13618,4265,2,16,16,14
3405,13619,4265,16,20,18,17
3405,13620,4265,0,19,6,18
3406,13621,4266,19,14,9,2
3406,13622,4266,5,7,6,19
3406,13623,4266,16,14,19,5
3406,13624,4266,9,3,11,14
3407,13625,4267,7,17,1,13
3407,13626,4267,6,19,12,13
3407,13627,4267,5,9,0,9
3407,13628,4267,16,4,3,10
3408,13629,4268,16,15,4,11
3408,13630,4268,17,6,2,2
3408,13631,4268,1,4,3,14
3408,13632,4268,13,19,5,4
3409,13633,4271,17,0,9,19
3409,13634,4271,10,2,6,17
3409,13635,4271,6,1,6,1
3409,13636,4271,11,9,8,4
3410,13637,4272,12,17,13,17
3410,13638,4272,12,1,19,15
3410,13639,4272,1,5,11,15
3410,13640,4272,15,15,16,3
3411,13641,4273,8,13,7,3
3411,13642,4273,12,5,9,15
3411,13643,4273,0,19,5,7
3411,13644,4273,6,9,10,8
3412,13645,4274,9,8,0,9
3412,13646,4274,0,17,2,17
3412,13647,4274,1,17,19,14
3412,13648,4274,2,8,18,5
3413,13649,4275,7,0,0,9
3413,13650,4275,5,0,15,9
3413,13651,4275,1,12,20,13
3413,13652,4275,9,5,13,7
3414,13653,4276,10,3,7,3
3414,13654,4276,12,14,1,4
3414,13655,4276,1,20,6,8
3414,13656,4276,0,12,10,9
3415,13657,4277,9,19,18,5
