studentExamsID,firstQuarterAverage,secondQuarterAverage,thirdQuarterAverage,fourthQuarterAverage,overAllAverage,passCondition
4296,61.33333,72.83333,71.08333,83.08333,72.08333,FAIL
4297,84.16667,53.83333,71,52.83333,65.4583325,FAIL
4298,79.91667,52.25,78.08333,86.08333,74.0833325,FAIL
4299,56.33333,80.41667,82.91667,73.33333,73.25,FAIL
4300,67.58333,59.83333,86.25,78.33333,72.9999975,FAIL
4301,95,81.91667,61.58333,86.5,81.25,PASS
4302,87,52.75,53.75,82.75,69.0625,FAIL
4303,71.41667,55.75,81.25,50.5,64.7291675,FAIL
4304,54.33333,80.58333,77.66667,90.25,75.7083325,PASS
4305,76.08333,50.33333,55.16667,44.66667,56.5625,FAIL
4306,61.16667,91.16667,47.83333,57.41667,64.395835,FAIL
4307,51.58333,64.75,90.58333,71.41667,69.5833325,FAIL
4308,73.75,57.75,66.41667,53.91667,62.958335,FAIL
4309,84,72.75,91.66667,85.16667,83.395835,PASS
4310,74.08333,81.08333,48,82.5,71.416665,FAIL
4311,62.58333,69.5,72.75,87.5,73.0833325,FAIL
4312,63.66667,76.08333,91,66.5,74.3125,FAIL
4313,57.08333,63,68.16667,68,64.0625,FAIL
4314,50.91667,85.58333,90.25,86.66667,78.3541675,PASS
4315,72,58.33333,55.33333,61,61.666665,FAIL
4316,77.08333,84.41667,72.66667,79.08333,78.3125,PASS
4317,88,80.41667,92.16667,86.25,86.708335,PASS
4318,50.75,86.25,55.83333,72.16667,66.25,FAIL
4319,48.75,69.83333,49.25,70.08333,59.479165,FAIL
4320,51.66667,66.83333,62,66.58333,61.7708325,FAIL
4321,64.66667,68.33333,66,65.83333,66.2083325,FAIL
4322,56.08333,87.75,68,86.25,74.5208325,FAIL
4323,71,68.08333,75.5,71.91667,71.625,FAIL
4324,77.75,77.91667,75.75,73.33333,76.1875,PASS
4325,72.91667,82.91667,83.66667,88.5,82.0000025,PASS
4326,52.66667,60.5,62.08333,70.16667,61.3541675,FAIL
4327,68.33333,64.5,87.91667,73.83333,73.6458325,FAIL
4328,68.16667,58.75,56.16667,52.08333,58.7916675,FAIL
4329,87.25,52.5,57.16667,85.91667,70.708335,FAIL
4330,86.41667,58.66667,86.91667,59.08333,72.770835,FAIL
4331,70.33333,61.41667,52.91667,54.83333,59.875,FAIL
4332,73.58333,66.33333,87.75,73.58333,75.3124975,PASS
4333,70.33333,72.58333,81.16667,55.33333,69.854165,FAIL
4334,76.25,68.5,66.25,85.41667,74.1041675,FAIL
4335,84.16667,71.41667,60.16667,90.16667,76.47917,PASS
4336,86.41667,65,68.33333,56.66667,69.1041675,FAIL
4337,78.08333,90.16667,84.66667,87.75,85.1666675,PASS
4338,70.16667,71.16667,80.16667,64.41667,71.47917,FAIL
4339,81.08333,75.25,87,88.75,83.0208325,PASS
4340,72.33333,60.41667,79.5,57.75,67.5,FAIL
4341,85.33333,51.5,84.16667,90.5,77.875,PASS
4342,66.58333,86.16667,53.83333,90.5,74.2708325,FAIL
4343,65.16667,50.75,84.08333,57.66667,64.4166675,FAIL
4344,91.75,63.5,56.91667,54.75,66.7291675,FAIL
4345,88.25,72.5,92.5,80.91667,83.5416675,PASS
4346,63.91667,56.16667,74.33333,59.08333,63.375,FAIL
4347,88.41667,53.75,85.41667,69.5,74.270835,FAIL
4348,52.58333,48.41667,55.91667,88.08333,61.25,FAIL
4349,50.5,63.75,50.5,58.41667,55.7916675,FAIL
4350,61.91667,60.83333,59.91667,87.41667,67.520835,FAIL
4351,73.91667,52.75,63.5,70.91667,65.270835,FAIL
4352,71.91667,83.5,49,69.91667,68.583335,FAIL
4353,60.08333,63.5,87.91667,84.66667,74.0416675,FAIL
4354,87.83333,64.91667,72.16667,62.91667,71.958335,FAIL
4355,68,72.83333,86,61.66667,72.125,FAIL
4356,69.91667,68.33333,59.91667,60.16667,64.583335,FAIL
4357,59.41667,57.25,70.41667,90.16667,69.3125025,FAIL
4358,79.5,55.75,69.16667,90.5,73.7291675,FAIL
4359,75.25,64.91667,49.58333,90.25,70,FAIL
4360,68.66667,54.75,60.58333,62.41667,61.6041675,FAIL
4361,92.75,68.08333,85.08333,59.5,76.354165,PASS
4362,77.66667,52.66667,83.58333,60.58333,68.625,FAIL
4363,60,62.91667,75.33333,82.08333,70.0833325,FAIL
4364,51.16667,69.41667,87.25,84.91667,73.1875025,FAIL
4365,64.08333,81.41667,64.25,74.91667,71.1666675,FAIL
4366,54.25,82.58333,61.5,57.33333,63.916665,FAIL
4367,66.25,73.66667,80.66667,83.58333,76.0416675,PASS
4368,52.66667,93.5,77.83333,56.16667,70.0416675,FAIL
4369,56.41667,81.75,93.5,50.25,70.4791675,FAIL
4370,71.33333,65.25,83.41667,53.83333,68.4583325,FAIL
4371,86.66667,65.58333,88.83333,78.75,79.9583325,PASS
4372,81.41667,82,85.41667,74.08333,80.7291675,PASS
4373,56.66667,58,76.25,67.16667,64.520835,FAIL
4374,87,80.75,58.33333,47.08333,68.291665,FAIL
4375,68.66667,73.91667,80.75,63.66667,71.7500025,FAIL
4376,62.75,81.08333,55.83333,66.33333,66.4999975,FAIL
4377,81.75,80.33333,67.75,62.33333,73.041665,FAIL
4378,53.08333,47.5,70,87.66667,64.5625,FAIL
4379,63.16667,92.5,58.58333,76.08333,72.5833325,FAIL
4380,56.5,66.66667,57.5,62.91667,60.895835,FAIL
4381,82.91667,69.41667,83.25,85.16667,80.1875025,PASS
4382,50.91667,57.08333,83.75,56.75,62.125,FAIL
4383,80,54,70.91667,70.58333,68.875,FAIL
4384,85.75,66.16667,58.16667,88.58333,74.6666675,FAIL
4385,73.33333,68.08333,93.75,60.83333,73.9999975,FAIL
4386,89.16667,76.66667,80.25,53.91667,75.0000025,PASS
4387,51.33333,62.66667,63.66667,48.5,56.5416675,FAIL
4388,78.41667,58.83333,79.08333,59.25,68.8958325,FAIL
4389,62.75,88.75,71.75,55.58333,69.7083325,FAIL
4390,82.5,83.83333,89.83333,89.5,86.416665,PASS
4391,90.75,86.25,86.83333,50.91667,78.6875,PASS
4392,71.08333,70.08333,79.16667,57.25,69.3958325,FAIL
4393,76.33333,63.5,70.5,86.25,74.1458325,FAIL
4394,72.08333,61.91667,73.83333,53.25,65.2708325,FAIL
4395,63.58333,78.16667,71.41667,70,70.7916675,FAIL
4396,92.25,86.08333,83.83333,66.66667,82.2083325,PASS
4397,87.08333,78.91667,54.33333,85.16667,76.375,PASS
4398,79,56.75,55.83333,56.33333,61.979165,FAIL
4399,84.16667,84.75,67.58333,71.75,77.0625,PASS
4400,91.5,81.25,62,51.16667,71.4791675,FAIL
4401,93.5,47.83333,56.91667,53.25,62.875,FAIL
4402,52.41667,84.58333,89.5,72.66667,74.7916675,FAIL
4403,65.41667,50.08333,56.41667,51,55.7291675,FAIL
4404,63,76.91667,84.5,76.66667,75.270835,PASS
4405,71.41667,50.16667,74.58333,66.66667,65.708335,FAIL
4406,91,60.75,75,59.66667,71.6041675,FAIL
4407,87.66667,68.33333,75,71,75.5,PASS
4408,87.58333,57.5,59.91667,72.16667,69.2916675,FAIL
4409,50.25,47.66667,57.33333,64.16667,54.8541675,FAIL
4410,83.33333,67.08333,80.58333,82.5,78.3749975,PASS
4411,56.41667,66.75,60.33333,70.41667,63.4791675,FAIL
4412,69.91667,53.66667,56.16667,45,56.1875025,FAIL
4413,55.41667,62.33333,89.16667,92.16667,74.770835,FAIL
4414,51.66667,61.33333,57.58333,81.25,62.9583325,FAIL
4415,50.58333,70.5,63.58333,81.33333,66.4999975,FAIL
4416,89.5,75.41667,73.83333,58.91667,74.4166675,FAIL
4417,75.75,47.5,64.16667,47.5,58.7291675,FAIL
4418,79,85.66667,67.58333,82.08333,78.5833325,PASS
4419,78.08333,88.66667,62.66667,50.5,69.9791675,FAIL
4420,63.33333,74.66667,64.58333,85,71.8958325,FAIL
4421,79,75.41667,78.83333,77.5,77.6875,PASS
4422,50.83333,66.33333,76.58333,57.08333,62.70833,FAIL
4423,73,85.41667,74.5,88,80.2291675,PASS
4424,64.25,87.16667,55,66.08333,68.125,FAIL
4425,82.91667,52.58333,81.91667,85,75.6041675,PASS
4426,84,50.91667,74.91667,87,74.208335,FAIL
4427,56.16667,73.16667,74.5,51.66667,63.8750025,FAIL
4428,49.91667,72.83333,79.66667,86.83333,72.3125,FAIL
4429,84.33333,80.58333,70,47.75,70.666665,FAIL
4430,63.5,55.16667,63.75,81.83333,66.0625,FAIL
4431,65.91667,82.16667,56.75,49.66667,63.6250025,FAIL
4432,80.58333,64.66667,82.75,55.5,70.875,FAIL
4433,90.58333,62.75,73.91667,92.75,80,PASS
4434,81.41667,92.66667,79.91667,83.5,84.3750025,PASS
4435,63.66667,54.75,59.5,72.83333,62.6875,FAIL
4436,87,65.41667,75.75,56.83333,71.25,FAIL
4437,62.25,86.33333,72.58333,88.08333,77.3124975,PASS
4438,76.58333,55.41667,58.25,54.16667,61.1041675,FAIL
4439,70.83333,76.5,63.33333,80.5,72.791665,FAIL
4440,71.75,63.75,83.08333,76.75,73.8333325,FAIL
4441,81,70.91667,84.5,77.83333,78.5625,PASS
4442,72.75,56,90.25,83.83333,75.7083325,PASS
4443,68.83333,52.5,54.5,55.33333,57.791665,FAIL
4444,76.08333,54.25,88.33333,54.5,68.291665,FAIL
4445,78.5,63,45,85.5,68,FAIL
4446,55.91667,71.41667,69.5,63.41667,65.0625025,FAIL
4447,60.25,86.75,65.08333,83.25,73.8333325,FAIL
4448,74,69.33333,90.75,50.08333,71.041665,FAIL
4449,79.5,75.91667,85,78.41667,79.708335,PASS
4450,88.08333,66.75,82.83333,58,73.916665,FAIL
4451,65.16667,60.08333,85.91667,59.33333,67.625,FAIL
4452,47.5,94.5,65.75,74.91667,70.6666675,FAIL
4453,64.91667,57.41667,53.58333,77.58333,63.375,FAIL
4454,50.25,68.33333,54,89,65.3958325,FAIL
4455,77.83333,63.5,83.66667,77.08333,75.5208325,PASS
4456,68.08333,52.41667,88.33333,89.16667,74.5,FAIL
4457,55.75,71.58333,57,91,68.8333325,FAIL
4458,81.41667,70.41667,65.25,73.5,72.645835,FAIL
4459,76.66667,81.58333,74,86.66667,79.7291675,PASS
4460,90.75,66.25,80.25,89,81.5625,PASS
4461,84.08333,53.83333,52.5,55.91667,61.5833325,FAIL
4462,86.75,73.33333,88.33333,85.75,83.541665,PASS
4463,75.33333,91.25,64.41667,52.83333,70.9583325,FAIL
4464,82.75,58.25,53.5,47.75,60.5625,FAIL
4465,84.08333,59.58333,56.58333,90,72.5624975,FAIL
4466,93.41667,84.08333,70.91667,55.25,75.9166675,PASS
4467,75.08333,78,89.75,82.75,81.3958325,PASS
4468,65.66667,71.16667,82.33333,63.5,70.6666675,FAIL
4469,79.66667,80.25,73.41667,91,81.083335,PASS
4470,60.33333,70.25,49.66667,75.41667,63.9166675,FAIL
4471,75,92.25,50.5,54.33333,68.0208325,FAIL
4472,70.33333,74.66667,73.66667,79.91667,74.645835,FAIL
4473,67.83333,79.66667,73,72.08333,73.1458325,FAIL
4474,85.75,55.16667,64.16667,87.25,73.083335,FAIL
4475,54.16667,73.33333,80.25,61.16667,67.2291675,FAIL
4476,78.83333,61.16667,65.08333,82.83333,71.979165,FAIL
4477,77.16667,52.66667,57,72.66667,64.8750025,FAIL
4478,86.75,64.83333,72.33333,58.58333,70.6249975,FAIL
4479,91.75,65.83333,49.33333,79.58333,71.6249975,FAIL
4480,62.16667,60.41667,61.16667,60.33333,61.020835,FAIL
4481,55.91667,66.16667,70.83333,54,61.7291675,FAIL
4482,82.41667,82.5,79.66667,89.75,83.583335,PASS
4483,66.25,81.75,53.83333,72.91667,68.6875,FAIL
4484,71.58333,80.33333,61.58333,70.16667,70.916665,FAIL
4485,66.33333,59.25,84.5,56.91667,66.75,FAIL
4486,82,89.5,52.75,75.08333,74.8333325,FAIL
4487,68.5,67,69,82.33333,71.7083325,FAIL
4488,61.5,51.66667,81,65.33333,64.875,FAIL
4489,85.08333,59.83333,58.16667,52.83333,63.979165,FAIL
4490,54,75.75,63.41667,63.08333,64.0625,FAIL
4491,60.91667,69.83333,71.91667,70.66667,68.333335,FAIL
4492,53.41667,65.08333,80.5,43.33333,60.5833325,FAIL
4493,54.91667,51,84,59.41667,62.333335,FAIL
4494,77.75,61.91667,63.41667,68.25,67.833335,FAIL
4495,63.5,76.58333,77.83333,76.5,73.604165,FAIL
4496,81.33333,67.5,87.58333,72.91667,77.3333325,PASS
4497,54.66667,73.25,85,65.58333,69.625,FAIL
4498,80.33333,67.5,60.66667,67,68.875,FAIL
4499,71,59.16667,85.41667,56.91667,68.1250025,FAIL
4500,56.33333,78.08333,86,78,74.604165,FAIL
4501,71,73.5,47.5,78.83333,67.7083325,FAIL
4502,67.75,91.5,81.58333,74.58333,78.854165,PASS
4503,62.75,81.75,59,73.33333,69.2083325,FAIL
4504,55.83333,50.08333,89.08333,84.41667,69.854165,FAIL
4505,57.33333,91.75,49.75,51.58333,62.604165,FAIL
4506,74.83333,63.25,51.83333,77.41667,66.8333325,FAIL
4507,69.25,91,90.33333,59,77.3958325,PASS
4508,61.25,60.08333,65,84.41667,67.6875,FAIL
4509,77,65.75,81.5,90.5,78.6875,PASS
4510,89.16667,65.16667,85.75,52.5,73.145835,FAIL
4511,58.66667,83.66667,70.5,67.91667,70.1875025,FAIL
4512,76.16667,86.25,86.91667,85.16667,83.6250025,PASS
4513,67.16667,77.58333,54.41667,76.83333,69,FAIL
4514,78.5,68.16667,55.16667,61.5,65.833335,FAIL
4515,85.5,62.83333,63.58333,59.91667,67.9583325,FAIL
4516,74.5,56,66.75,61.5,64.6875,FAIL
4517,80.33333,53.16667,56.66667,50.5,60.1666675,FAIL
4518,87,60.5,67.75,82.25,74.375,FAIL
4519,55.66667,78.33333,85.08333,78.66667,74.4375,FAIL
4520,71.66667,60.16667,59.58333,65.41667,64.208335,FAIL
4521,57.25,90.16667,84.91667,64.91667,74.3125025,FAIL
4522,64.5,87.5,71.58333,57.83333,70.354165,FAIL
4523,85.16667,56.83333,83.58333,74.16667,74.9375,FAIL
4524,59.25,64.91667,68.25,67.08333,64.875,FAIL
4525,56.91667,73.58333,56.91667,79.66667,66.770835,FAIL
4526,57.91667,72.75,45.25,58.58333,58.625,FAIL
4527,52.91667,94.5,76.5,77.25,75.2916675,PASS
4528,84,63.08333,67.66667,88.75,75.875,PASS
4529,63.25,50.58333,71,62.33333,61.791665,FAIL
4530,59.5,56.58333,75.91667,89.75,70.4375,FAIL
4531,73,62.75,75.91667,48.58333,65.0625,FAIL
4532,63.16667,78.41667,49.08333,82.91667,68.395835,FAIL
4533,83.91667,73.08333,86.08333,82.41667,81.375,PASS
4534,71,89.75,53.66667,71.83333,71.5625,FAIL
4535,78.33333,76.91667,70.25,57.5,70.75,FAIL
4536,86.83333,71.66667,75,61.91667,73.8541675,FAIL
4537,64.58333,50.25,61.91667,85.83333,65.6458325,FAIL
4538,61.08333,80.91667,83.66667,71.75,74.3541675,FAIL
4539,76.41667,79.75,77.83333,74.08333,77.0208325,PASS
4540,74.58333,52.83333,54.5,73.16667,63.7708325,FAIL
4541,86.83333,70.25,87.5,62.41667,76.75,PASS
4542,89.08333,70.58333,83.08333,70.66667,78.354165,PASS
4543,72.58333,61.08333,86.5,67.5,71.916665,FAIL
4544,47.58333,52.08333,60.83333,62.16667,55.666665,FAIL
4545,71.25,77.08333,51.75,67.16667,66.8125,FAIL
4546,78,73.83333,73,71.83333,74.166665,FAIL
4547,60.91667,76.5,59.25,71.75,67.1041675,FAIL
4548,60.08333,66.58333,94.91667,57.83333,69.854165,FAIL
4549,52.83333,88,64.91667,67,68.1875,FAIL
4550,62.83333,76.25,60.83333,61.91667,65.4583325,FAIL
4551,65.58333,71.83333,78.58333,83,74.7499975,FAIL
4552,84.08333,58.33333,74.25,84.91667,75.3958325,PASS
4553,65.25,80.41667,47.25,72.91667,66.458335,FAIL
4554,73.83333,76.25,79.33333,71.25,75.166665,PASS
4555,83,63.33333,55.58333,56.08333,64.4999975,FAIL
4556,66.08333,84.25,76.66667,68.58333,73.8958325,FAIL
4557,55.41667,88.5,64.08333,54.83333,65.7083325,FAIL
4558,62.66667,73.08333,72.08333,55.41667,65.8125,FAIL
4559,89.75,79.75,46.75,71.33333,71.8958325,FAIL
4560,64.25,75.25,67.75,85.33333,73.1458325,FAIL
4561,64.33333,77.75,64.33333,78.25,71.166665,FAIL
4562,62.83333,84.91667,68.66667,77,73.3541675,FAIL
4563,85.08333,85.91667,69.25,56.83333,74.2708325,FAIL
4564,82.16667,57.41667,62.83333,75.08333,69.375,FAIL
4565,72.66667,81.83333,57.91667,67.75,70.0416675,FAIL
4566,52.58333,86.25,72.75,57.33333,67.229165,FAIL
4567,87.91667,55.16667,61.41667,79.33333,70.958335,FAIL
4568,83.66667,61.66667,95.5,78.25,79.770835,PASS
4569,63.75,76.83333,76.58333,88.25,76.354165,PASS
4570,83.08333,57,83.08333,83.91667,76.7708325,PASS
4571,82.08333,56.25,84.5,50.16667,68.25,FAIL
4572,76.08333,84.66667,89.25,97.75,86.9375,PASS
4573,77.41667,57.16667,66.66667,50.75,63.0000025,FAIL
4574,45.75,69,62.5,48.25,56.375,FAIL
4575,57.5,78.5,61.91667,77.25,68.7916675,FAIL
4576,63.41667,73,72.41667,87.25,74.020835,FAIL
4577,46,74.33333,84.66667,85.33333,72.5833325,FAIL
4578,68.66667,66.58333,55,70.41667,65.1666675,FAIL
4579,94.16667,56.33333,56.58333,55.75,65.7083325,FAIL
4580,76.25,51.91667,84.75,74.33333,71.8125,FAIL
4581,69,62.58333,73,75.66667,70.0625,FAIL
4582,87.41667,49,69.58333,90.41667,74.1041675,FAIL
4583,50.91667,48.16667,53.41667,54.75,51.8125025,FAIL
4584,92.41667,74.83333,52,51.08333,67.5833325,FAIL
4585,44.75,71.66667,63.25,57,59.1666675,FAIL
4586,82.58333,54.41667,88.16667,88.16667,78.333335,PASS
4587,84.33333,59.25,72,54.33333,67.479165,FAIL
4588,83.16667,95.25,70.5,76,81.2291675,PASS
4589,74.66667,52.33333,49.5,52.58333,57.2708325,FAIL
4590,72.66667,89.58333,95.91667,75,83.2916675,PASS
4591,74.83333,79.08333,88.08333,67.83333,77.45833,PASS
4592,64.75,85.83333,74.58333,54.58333,69.9374975,FAIL
4593,87.16667,89.5,79.25,57.08333,78.25,PASS
4594,47.75,60.66667,72.66667,56.5,59.395835,FAIL
4595,75.58333,60.5,72,50.66667,64.6875,FAIL
4596,83.33333,80.66667,62.33333,85.5,77.9583325,PASS
4597,81.75,73.66667,68.25,77.83333,75.375,PASS
4598,81.25,65.25,58.5,65.5,67.625,FAIL
4599,83.33333,78.75,62.16667,64.66667,72.2291675,FAIL
4600,88.91667,82.16667,90.58333,81.33333,85.75,PASS
4601,66.75,49.58333,91.75,74.66667,70.6875,FAIL
4602,61.08333,86,74.25,55.5,69.2083325,FAIL
4603,89.5,71,78.41667,49.66667,72.145835,FAIL
4604,81.66667,79.25,57.66667,77.58333,74.0416675,FAIL
4605,84.75,78.58333,88.08333,86.75,84.541665,PASS
4606,73.41667,69.33333,81.41667,88.83333,78.25,PASS
4607,57.08333,53.25,74.66667,64.08333,62.2708325,FAIL
4608,72.25,61,67,54.83333,63.7708325,FAIL
4609,58.83333,68.33333,66.41667,86.33333,69.979165,FAIL
4610,81.66667,73.58333,71.58333,87.41667,78.5625,PASS
4611,53.33333,95.75,70.08333,84.08333,75.8124975,PASS
4612,69.58333,73.5,72.25,60.25,68.8958325,FAIL
4613,87.16667,82,69,56.33333,73.625,FAIL
4614,66.16667,87.16667,79.16667,74.08333,76.645835,PASS
4615,80.91667,54.58333,63.33333,69.41667,67.0625,FAIL
4616,83.16667,66.16667,86.75,72.08333,77.0416675,PASS
4617,57.58333,54.33333,78.91667,56.91667,61.9375,FAIL
4618,64.66667,92.16667,88.5,70.75,79.020835,PASS
4619,64.75,78,81.91667,85.5,77.5416675,PASS
4620,92.08333,80.16667,58.66667,59.08333,72.5,FAIL
4621,57.33333,77.16667,52.41667,83.08333,67.5,FAIL
4622,76,79.75,77.58333,59.91667,73.3125,FAIL
4623,87.66667,76.33333,89.41667,59.83333,78.3125,PASS
4624,66.75,87.08333,49.91667,76.66667,70.1041675,FAIL
4625,62.5,90,77.08333,74.5,76.0208325,PASS
4626,51.58333,50.58333,83.41667,68.5,63.5208325,FAIL
4627,53.08333,63.83333,56.5,83.41667,64.2083325,FAIL
4628,67.91667,66.08333,86.75,59.66667,70.1041675,FAIL
4629,80.83333,61,80.83333,75.75,74.604165,FAIL
4630,79.16667,64.33333,64.5,73.33333,70.3333325,FAIL
4631,58.08333,69.91667,87.75,92.58333,77.0833325,PASS
4632,61.16667,66.16667,64.75,58.33333,62.6041675,FAIL
4633,61.08333,74.25,57.08333,58.66667,62.7708325,FAIL
4634,85.91667,67.25,55.83333,65.41667,68.6041675,FAIL
4635,66.66667,67.33333,69,89.75,73.1875,FAIL
4636,56.16667,88.25,83.08333,77.08333,76.1458325,PASS
4637,58.5,49,49,57.58333,53.5208325,FAIL
4638,77,52.25,72.83333,67.41667,67.375,FAIL
4639,75.91667,77.91667,88,50.83333,73.1666675,FAIL
4640,61.16667,77.08333,60.16667,78.66667,69.270835,FAIL
4641,58,79.91667,86,68.58333,73.125,FAIL
4642,85,69.5,80.16667,54.66667,72.333335,FAIL
4643,70.33333,68.91667,82,83.33333,76.1458325,PASS
4644,68.83333,63.08333,83.75,89,76.166665,PASS
4645,77.75,74.66667,68.75,86.41667,76.895835,PASS
4646,78,77.75,47.75,48,62.875,FAIL
4647,56.41667,90.5,45.16667,56.75,62.208335,FAIL
4648,61.5,86.41667,66,63.25,69.2916675,FAIL
4649,77.83333,75,59.5,88.16667,75.125,PASS
4650,60.75,81.83333,60.41667,75.91667,69.7291675,FAIL
4651,74.5,66.83333,67.41667,77.91667,71.6666675,FAIL
4652,71.58333,69.58333,48.66667,62.33333,63.041665,FAIL
4653,81.33333,48.66667,78,51.66667,64.9166675,FAIL
4654,93.08333,76.66667,59.25,81.66667,77.6666675,PASS
4655,51.25,64.08333,59.16667,84.83333,64.8333325,FAIL
4656,71.41667,83.75,60.33333,65.16667,70.1666675,FAIL
4657,84.25,64.41667,70.91667,80.41667,75.0000025,PASS
4658,67.41667,88,71.66667,63.41667,72.6250025,FAIL
4659,94.25,53,74.41667,88.75,77.6041675,PASS
4660,71.83333,87.16667,89.58333,50.75,74.8333325,FAIL
4661,62.58333,64.33333,83.58333,64.66667,68.791665,FAIL
4662,71,58.75,79.75,63.83333,68.3333325,FAIL
4663,56,66.16667,55.08333,57.58333,58.7083325,FAIL
4664,61.08333,76.08333,66.58333,84.75,72.1249975,FAIL
4665,75.16667,80,50.58333,83.16667,72.2291675,FAIL
4666,58.58333,65.16667,80.33333,66.08333,67.541665,FAIL
4667,89,82.33333,88.25,68.58333,82.041665,PASS
4668,87.75,89,85.16667,66.41667,82.083335,PASS
4669,65.33333,87.75,77.66667,75.83333,76.6458325,PASS
4670,85.91667,68.08333,69.25,61.66667,71.2291675,FAIL
4671,69.5,54.66667,80.41667,88.08333,73.1666675,FAIL
4672,62,50.08333,82.58333,51.75,61.604165,FAIL
4673,52.41667,81.66667,65.5,51.58333,62.7916675,FAIL
4674,74.83333,65.83333,72.58333,49.75,65.7499975,FAIL
4675,70.16667,75.16667,70.91667,64,70.0625025,FAIL
4676,87.5,86.5,77.08333,65.83333,79.229165,PASS
4677,63.25,76.16667,55.16667,70.91667,66.3750025,FAIL
4678,51.33333,70,57.58333,68.33333,61.8124975,FAIL
4679,90.75,82.75,69.16667,68,77.6666675,PASS
4680,67,71.33333,62.83333,58.25,64.854165,FAIL
4681,60.33333,92.5,74.83333,74.25,75.479165,PASS
4682,58.75,51.75,49.5,77.5,59.375,FAIL
4683,79.5,88.33333,62.33333,57.91667,72.0208325,FAIL
4684,60.08333,76.66667,54.91667,51.5,60.7916675,FAIL
4685,59.75,61.58333,56.83333,75.25,63.354165,FAIL
4686,60.83333,56.58333,82.16667,52.83333,63.104165,FAIL
4687,77.58333,69.08333,73.5,85.25,76.354165,PASS
4688,78.33333,47.83333,57.5,57,60.166665,FAIL
4689,82,88.41667,63.41667,78.41667,78.0625025,PASS
4690,59.83333,67.66667,68.58333,57.25,63.3333325,FAIL
4691,71.75,90.5,58.08333,55.66667,69,FAIL
4692,58,67.16667,91.5,78.25,73.7291675,FAIL
4693,86.25,67.25,80.08333,59.41667,73.25,FAIL
4694,47,74.66667,89.66667,80.91667,73.0625025,FAIL
4695,65.08333,69.5,81.58333,84.25,75.104165,PASS
4696,81.33333,45.58333,64.41667,54.25,61.3958325,FAIL
4697,82.66667,84.25,59.5,45.33333,67.9375,FAIL
4698,89,67.5,64.33333,61.66667,70.625,FAIL
4699,93.08333,86.33333,59.5,59.91667,74.7083325,FAIL
4700,86.66667,88.16667,77.66667,48.83333,75.333335,PASS
4701,57.16667,51.5,56.08333,73.16667,59.4791675,FAIL
4702,48.25,76.91667,87.5,81.66667,73.583335,FAIL
4703,66.91667,52.08333,60.41667,60.58333,60,FAIL
4704,73.25,65.83333,69.08333,61.25,67.354165,FAIL
4705,67.58333,64.33333,50.75,68.58333,62.8124975,FAIL
4706,81.5,50.66667,57.08333,54.33333,60.8958325,FAIL
4707,82.16667,76.08333,61.66667,75.41667,73.833335,FAIL
4708,62.75,56.75,61.41667,88,67.2291675,FAIL
4709,74.66667,77.75,75,62.16667,72.395835,FAIL
4710,70.41667,82.91667,93.25,87.33333,83.4791675,PASS
4711,47.83333,54.58333,50.91667,57.33333,52.666665,FAIL
4712,73.91667,71.16667,82.75,73,75.208335,PASS
4713,76.33333,72.75,87,59,73.7708325,FAIL
4714,85,69.5,52.91667,48.91667,64.083335,FAIL
4715,67.16667,62.83333,63.75,50.91667,61.1666675,FAIL
4716,80.83333,67.91667,55.66667,75.25,69.9166675,FAIL
4717,78.91667,84.58333,70.25,51.58333,71.3333325,FAIL
4718,71.33333,80.16667,61.25,74.66667,71.8541675,FAIL
4719,57.25,78.75,75.25,65.25,69.125,FAIL
4720,57.58333,61,68.83333,66.33333,63.4374975,FAIL
4721,66.83333,74,81.58333,62.16667,71.1458325,FAIL
4722,68.33333,50.33333,84.75,83.33333,71.6874975,FAIL
4723,89.25,64.83333,83.5,60.41667,74.5,FAIL
4724,63.5,73.08333,65.08333,88.33333,72.4999975,FAIL
4725,83.08333,90.16667,58,71.25,75.625,PASS
4726,72.75,85.33333,74.66667,83.41667,79.0416675,PASS
4727,71.58333,65.41667,56.91667,86.91667,70.208335,FAIL
4728,51.41667,91.75,58.75,58,64.9791675,FAIL
4729,79.16667,69.58333,64.91667,68.33333,70.5,FAIL
4730,60.16667,60.08333,57.5,62.5,60.0625,FAIL
4731,63.16667,91.08333,77.25,48.5,70,FAIL
4732,79.58333,66.83333,73.41667,58.91667,69.6875,FAIL
4733,70.08333,84.16667,51.33333,74.75,70.0833325,FAIL
4734,77.5,66.41667,46.25,76,66.5416675,FAIL
4735,56.5,93,65.16667,52.41667,66.770835,FAIL
4736,77.16667,51,78,73.41667,69.895835,FAIL
4737,60.91667,62.66667,87.75,81.91667,73.3125025,FAIL
4738,63.33333,65.83333,78.33333,64.5,67.9999975,FAIL
4739,57.58333,92.5,58.66667,75.33333,71.0208325,FAIL
4740,72.16667,80.91667,62.75,78.41667,73.5625025,FAIL
4741,77.08333,60.33333,80.66667,52.66667,67.6875,FAIL
4742,72.08333,65.83333,78.75,90.91667,76.8958325,PASS
4743,80.75,65,68.75,87.41667,75.4791675,PASS
4744,71.66667,85.25,86.83333,61.33333,76.2708325,PASS
4745,71.91667,86.08333,60.58333,73.08333,72.916665,FAIL
4746,75.66667,60,90.83333,52.33333,69.7083325,FAIL
